様式 1. (共通条件) 室仕様入力シート,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
?,?,②,②,③,④,⑤,⑥,⑥,⑥,⑥,⑦
,,,,,,,,,,,
階,室名,建物用途,室用途,室面積,階高,天井高,空調計算対象室,換気計算対象室,給湯計算対象室,照明計算対象室,備考
,,,,,,,,,,,
,,,,[㎡],[m],[m],,,,,
,,(選択),(選択),,,,(選択),(選択),(選択),(選択),
,,,,,,,,,,,
15F,院生用共同研究室1511,学校等,研究室,22,4.2,2.7,■,,■,■,
15F,倉庫3,学校等,湯沸室等,6,4.2,2.7,,■,■,,
15F,ゴミコーナー1,学校等,ゴミ置場等,1.8,4.2,2.7,,■,■,,
15F,ラウンジ6,学校等,大学教室,14.3,4.2,2.7,■,,■,,
15F,ラウンジ6流し,学校等,事務室,0.9,4.2,2.7,■,,■,,
15F,非EVロビー兼用付室,学校等,大学教室,25,4.2,2.7,■,,■,,
15F,男WC4,学校等,便所,18,4.2,2.4,,■,■,,
15F,女WC4,学校等,便所,22,4.2,2.4,,■,■,,
16F,研究室1601,学校等,研究室,88,4.2,2.7,■,,■,■,
16F,研究室1602,学校等,研究室,77.1,4.2,2.7,■,,■,■,
16F,研究室1603,学校等,研究室,77.1,4.2,2.7,■,,■,■,
16F,研究室1604,学校等,研究室,77.1,4.2,2.7,■,,■,■,
16F,研究室1605,学校等,研究室,77.1,4.2,2.7,■,,■,■,
16F,倉庫3,学校等,湯沸室等,6,4.2,2.7,,■,■,,
16F,ゴミコーナー1,学校等,ゴミ置場等,1.8,4.2,2.7,,■,■,,
16F,ラウンジ6,学校等,大学教室,14.3,4.2,2.7,■,,■,,
16F,ラウンジ6流し,学校等,事務室,0.9,4.2,2.7,■,,■,,
16F,非EVロビー兼用付室,学校等,大学教室,25,4.2,2.7,■,,■,,
16F,男WC4,学校等,便所,18,4.2,2.4,,■,■,,
16F,女WC4,学校等,便所,22,4.2,2.4,,■,■,,
17F,会議室1701,学校等,事務室,97,4.3,2.8,■,,■,■,
17F,倉庫5,学校等,湯沸室等,18,4.3,2.8,,■,■,,
17F,パントリー,学校等,事務室,14,4.3,2.8,■,,■,,
17F,ゴミ庫,学校等,ゴミ置場等,3,4.3,2.8,,■,■,,
17F,倉庫6,学校等,湯沸室等,14.4,4.3,2.8,,■,■,,
17F,クローク,学校等,湯沸室等,7.6,4.3,2.8,,■,■,,
17F,国際交流ラウンジ,学校等,事務室,143,4.3,3.75,■,,■,■,
17F,会議室兼プレゼンテーションルーム,学校等,事務室,59,4.3,2.8,■,,■,■,
17F,応接室,学校等,事務室,30,4.3,2.8,■,,■,■,
17F,ラウンジ7,学校等,大学教室,15,4.3,2.8,■,,■,■,
17F,非EVロビー兼用付室,学校等,大学教室,25,4.3,2.8,■,,■,,
17F,男WC5,学校等,便所,18,4.3,2.4,■,■,■,,
17F,女WC5,学校等,便所,22,4.3,2.4,■,■,■,,
17F,多目的WC,学校等,便所,5,4.3,2.4,,■,■,,
R1F,屋内機置場,学校等,機械室,43,5,4.8,,■,■,,
R1F,EVMR2,学校等,機械室,19,5,4.8,,■,■,,
R1F,EVMR3,学校等,機械室,14,5,4.8,,■,■,,
R2F,非EVMR4,学校等,機械室,20,5,4.8,,■,■,,
