ID,名称,WCON名,第1層材番,第1層厚,第2層材番,第2層厚,第3層材番,第3層厚,第4層材番,第4層厚,第5層材番,第5層厚,第6層材番,第6層厚,第7層材番,第7層厚,第8層材番,第8層厚,第9層材番,第9層厚,第10層材番,第10層厚,第11層材番,第11層厚
1,屋根（スチレン発泡板100mm),R02,75,12,32,10,92,,22,150,27,15,43,5,27,15,82,100,22,60,,,,
2,屋根（スチレン発泡板50mm),R03,75,12,32,10,92,,22,150,27,15,43,5,27,15,82,50,22,60,,,,
3,屋根（スチレン発泡板50mm),R01,75,12,32,10,92,,22,150,27,15,43,5,27,15,82,50,22,60,,,,
4,屋根（スチレン発泡板25mm),R04,75,12,32,10,92,,22,150,27,15,43,5,27,15,82,25,22,60,,,,
5,外壁（スチレン発泡板50mm),W02,32,8,92,,82,50,22,150,27,25,36,10,,,,,,,,,,
6,外壁（スチレン発泡板25mm),W03,32,8,92,,82,25,22,150,27,25,36,10,,,,,,,,,,
7,外壁（スチレン発泡板25mm),W01,32,8,92,,82,25,22,150,27,25,36,10,,,,,,,,,,
8,外壁（無断熱),W04,32,8,92,,22,150,27,25,36,10,,,,,,,,,,,,
