åé,ì˙,ójì˙,ïΩãœäOãCâ∑[Åé],,,ïΩãœê‚ëŒéºìx[g/kg'],,,íºíBì˙éÀó [Wh/m2](ÉKÉâÉXì¸éÀäpîΩâfÅE0.89Ç≈èúÇµÇƒäÓèÄâªçœÇ›),,,,,,,,,ìVãÛÅEîΩéÀì˙éÀó [Wh/m2](ÉKÉâÉXì¸éÀäpîΩâfÇΩÇæÇµ0.808ÇÕèÊÇ∂ÇƒÇ¢Ç»Ç¢),,ñÈä‘ï˙éÀ[Wh/m2],,
,,,ëSì˙,7Å`18éû,19Å`6éû,ëSì˙,7Å`18éû,19Å`6éû,S,SW,W,NW,N,NE,E,SE,êÖïΩ,âîíº,êÖïΩ,âîíº,êÖïΩ
1,19,2,4.4,5.9,2.8,2.3,2.3,2.4,4597.1,3431.8,1484.2,90.5,.0,66.0,1276.8,3165.0,2763.9,571.7,758.3,1128.7,2257.4
1,20,3,4.7,6.3,3.1,2.5,2.4,2.6,2492.7,2179.4,827.5,37.6,.0,12.2,286.6,1284.7,1641.7,758.8,1217.7,822.8,1645.6
1,21,4,4.5,5.9,3.1,2.5,2.3,2.6,4658.9,3485.2,1536.8,97.1,.0,74.8,1364.5,3241.8,2836.1,572.1,751.3,1243.8,2487.7
1,22,5,4.8,7.1,2.5,2.9,2.8,2.9,3762.1,2334.5,904.3,55.8,.0,85.7,1428.5,3113.2,2316.0,695.7,1029.3,1093.8,2187.6
1,23,6,5.2,7.1,3.2,2.9,3.0,2.7,2824.3,1659.9,914.2,82.8,.0,95.1,1486.6,2595.1,1574.5,786.9,1264.2,1073.4,2146.9
1,24,7,3.7,5.4,2.0,2.5,2.4,2.6,4741.4,3271.3,1388.0,87.4,.0,106.0,1642.9,3605.9,2981.8,567.5,729.2,1220.6,2441.1
1,25,1,7.1,10.0,4.2,4.2,4.5,3.9,1538.5,1152.5,664.5,63.5,.0,18.0,571.0,1135.7,911.9,914.5,1567.7,825.7,1651.5
1,26,2,9.7,11.9,7.5,5.3,5.5,5.1,1111.2,237.6,47.2,4.1,.0,41.4,837.9,1395.7,676.8,758.1,1308.4,690.8,1381.6
1,27,3,10.0,11.3,8.7,4.1,3.6,4.6,2519.8,1524.7,613.2,33.9,.0,57.4,994.4,2115.4,1660.2,882.7,1437.5,928.1,1856.1
1,28,4,8.0,10.1,6.0,4.4,4.9,4.0,1957.3,1361.6,393.7,3.6,.0,.1,253.2,1260.3,1494.5,729.3,1182.8,699.0,1397.9
1,29,5,6.0,7.8,4.3,2.3,2.2,2.5,4455.0,3308.1,1532.2,112.9,.0,104.1,1472.3,3220.1,2968.8,626.7,839.7,1276.4,2552.8
1,30,6,3.9,5.8,2.0,3.0,2.9,3.1,3156.6,1758.4,669.6,57.6,.0,98.7,1402.1,2868.6,2148.0,802.5,1243.2,929.2,1858.5
1,31,7,7.0,8.5,5.5,4.8,4.7,4.8,1169.5,806.7,192.1,17.9,.0,26.6,235.5,867.0,881.8,835.2,1432.8,469.3,938.5
2,1,1,8.2,10.1,6.3,4.8,4.8,4.7,4144.3,3100.4,1484.4,118.7,.0,92.1,1386.6,2998.4,2877.7,681.1,949.0,970.5,1941.0
2,2,2,6.1,8.6,3.6,3.3,3.3,3.4,4379.8,3259.6,1572.5,129.9,.0,122.2,1549.5,3236.3,3062.5,651.2,875.7,1218.2,2436.5
2,3,3,7.2,9.4,5.0,3.1,3.5,2.8,2025.9,1961.2,955.2,75.5,.0,12.2,206.0,969.6,1511.2,877.1,1445.6,976.9,1953.8
2,4,4,3.1,5.1,1.1,2.5,2.4,2.6,4574.7,3439.2,1708.8,157.5,.0,151.4,1696.1,3426.8,3264.2,622.7,803.6,1240.3,2480.7
2,5,5,4.2,6.3,2.0,3.6,3.7,3.5,3870.5,2864.5,1357.9,111.9,.0,111.7,1365.3,2874.9,2856.9,739.6,1059.5,1045.0,2089.9
2,6,6,6.8,8.6,5.0,3.7,3.8,3.5,965.9,803.5,236.7,8.9,.0,8.4,79.5,518.8,814.4,858.9,1484.0,719.9,1439.8
2,7,7,6.8,9.0,4.6,3.1,3.0,3.3,4332.2,3277.2,1660.5,163.1,.0,160.5,1655.0,3275.1,3236.3,672.2,897.8,1233.9,2467.9
2,8,1,7.3,9.2,5.4,3.3,3.3,3.3,3991.9,2864.6,1353.3,94.3,.0,152.8,1562.7,3084.3,3084.0,720.6,1003.7,1139.2,2278.3
2,9,2,7.4,9.8,5.0,3.5,3.7,3.3,2684.3,2159.3,1009.9,63.6,.0,43.8,698.4,1714.4,2183.3,922.8,1464.2,958.3,1916.6
2,10,3,7.3,9.2,5.5,3.0,3.1,3.0,4011.4,2972.8,1511.3,150.7,.0,169.4,1624.9,3134.9,3150.5,733.7,1020.0,1227.0,2453.9
2,11,0,7.9,10.3,5.5,2.4,2.1,2.6,4186.6,3205.9,1671.8,181.3,.0,180.9,1670.3,3206.1,3332.6,704.6,949.0,1324.7,2649.3
2,12,5,7.7,9.2,6.2,5.0,4.9,5.2,73.6,59.3,40.7,6.6,.0,13.4,61.8,78.4,47.4,533.2,964.1,525.1,1050.2
2,13,6,16.8,17.5,16.1,10.6,11.1,10.2,76.5,80.8,57.1,8.2,.0,5.3,33.9,51.4,55.6,469.5,847.8,280.3,560.6
2,14,7,14.5,14.7,14.4,8.8,8.4,9.2,63.4,53.6,32.0,5.7,.0,4.8,28.7,51.6,50.2,515.8,932.7,365.8,731.5
2,15,1,13.4,15.6,11.2,8.3,8.7,8.0,1540.8,1557.3,825.6,70.9,.0,19.6,272.9,728.4,1361.4,1052.9,1781.7,674.5,1349.1
2,16,2,15.1,16.2,14.0,10.0,10.2,9.8,1165.0,654.6,178.9,11.5,.0,12.8,364.8,936.2,1111.2,1011.1,1732.9,514.0,1028.1
2,17,3,12.1,11.5,12.7,6.4,5.8,7.1,1543.0,1799.5,1019.8,124.9,.0,14.0,102.8,555.3,1394.8,987.2,1658.4,747.8,1495.6
2,18,4,9.1,10.1,8.1,6.1,6.4,5.9,104.7,111.0,59.0,6.2,.0,6.7,27.1,48.5,95.4,619.2,1116.5,479.2,958.3
2,19,5,11.0,12.4,9.6,6.5,6.8,6.1,142.9,185.1,138.0,18.6,.0,12.7,50.5,72.7,118.8,636.7,1145.6,519.3,1038.6
2,20,6,7.2,8.3,6.1,5.1,5.7,4.5,157.5,52.9,40.0,8.9,.0,74.3,277.8,307.2,107.7,653.5,1175.8,633.8,1267.7
2,21,7,8.2,9.7,6.7,4.2,4.0,4.4,3061.6,2212.6,1099.1,92.0,.0,166.4,1343.2,2465.4,2975.9,924.4,1392.1,920.5,1841.0
2,22,1,8.5,9.6,7.3,5.8,5.8,5.7,143.4,58.6,36.7,8.2,.0,13.3,101.4,167.9,139.2,696.4,1252.6,435.5,871.1
2,23,2,13.2,15.5,10.8,8.3,9.3,7.4,294.3,211.9,99.3,16.5,.0,6.4,111.5,223.2,302.6,933.8,1668.9,355.9,711.8
2,24,3,11.0,12.8,9.3,5.2,5.1,5.2,3359.0,2680.8,1529.4,223.8,.0,261.5,1617.9,2765.6,3376.1,882.4,1274.6,993.8,1987.6
2,25,4,3.8,4.6,2.9,2.5,2.3,2.6,3070.6,2268.8,1160.8,107.6,.0,217.9,1427.8,2518.0,3204.7,920.6,1364.2,1092.6,2185.3
2,26,5,-0.6,1.0,-2.2,2.0,1.9,2.0,3628.2,2880.5,1775.2,350.1,.0,491.8,2250.2,3424.2,3719.3,822.4,1130.4,1172.9,2345.8
2,27,6,-0.1,1.9,-2.0,1.9,1.7,2.0,4011.9,3393.2,2091.3,395.3,.0,486.6,2261.7,3537.0,4213.0,716.4,889.7,1274.6,2549.3
2,28,7,5.4,7.4,3.5,3.7,3.7,3.7,3581.9,2966.2,1792.7,314.8,.0,436.0,2033.3,3175.3,3855.8,820.7,1115.3,1117.6,2235.3
3,1,1,6.0,5.9,6.1,5.4,5.4,5.4,29.0,42.9,38.1,12.4,.0,2.9,15.2,20.0,29.5,400.1,724.5,214.0,428.0
3,2,2,8.0,9.2,6.8,5.0,4.9,5.2,1981.7,1861.5,1067.1,152.4,.0,49.8,468.4,1169.8,2304.3,1110.9,1800.3,681.5,1363.0
3,3,3,9.1,9.2,9.1,6.6,7.0,6.2,39.6,43.7,36.0,14.1,.0,9.0,30.6,43.2,42.8,519.9,940.9,339.6,679.2
3,4,4,11.4,13.2,9.6,4.9,5.0,4.8,2564.0,1847.4,1016.6,189.6,.0,412.8,1740.9,2600.3,3016.9,1069.9,1652.6,999.0,1998.0
3,5,5,9.9,12.6,7.1,3.2,3.1,3.3,2651.2,2608.9,1757.4,422.4,.0,118.3,993.1,1889.1,3209.4,1030.8,1565.4,1113.6,2227.1
3,6,6,7.3,9.7,5.0,3.9,4.1,3.7,2152.7,1856.2,1091.1,164.4,.0,116.0,863.0,1582.3,2692.6,1149.0,1832.9,951.3,1902.7
3,7,7,9.8,12.2,7.4,2.7,2.4,3.0,3347.0,3205.1,2249.6,601.4,.0,553.9,2173.7,3150.5,4156.4,853.2,1145.6,1345.6,2691.2
3,8,1,9.8,12.7,7.0,4.4,4.4,4.5,3076.3,2741.1,1823.6,436.5,.0,543.0,2083.9,2985.7,3930.9,923.4,1297.9,1069.4,2138.8
3,9,2,11.2,14.7,7.6,5.4,5.9,4.9,2579.4,2614.7,1895.6,509.0,.0,294.2,1458.9,2198.9,3375.2,1075.3,1628.2,940.3,1880.6
3,10,3,7.3,9.8,4.8,3.5,3.4,3.6,3245.2,3282.5,2413.4,711.9,.0,580.5,2192.8,3111.1,4321.1,854.7,1132.8,1272.9,2545.8
3,11,4,7.2,9.7,4.8,3.9,3.7,4.2,3082.3,2939.7,2061.1,536.8,.0,548.0,2088.7,2967.6,4220.0,904.0,1233.9,1183.4,2366.7
3,12,5,10.7,12.5,8.8,7.0,7.3,6.8,197.3,63.7,53.3,25.2,.0,56.4,295.2,356.3,277.6,842.5,1504.9,453.0,906.0
3,13,6,15.9,16.4,15.4,10.1,10.3,9.9,97.2,355.8,378.5,163.2,.0,4.8,13.0,15.9,132.9,649.7,1166.5,443.1,886.2
3,14,7,18.3,20.1,16.5,9.8,10.2,9.4,765.1,233.0,117.0,52.4,.0,222.6,915.4,1243.4,1129.1,1163.3,2006.2,757.1,1514.2
3,15,1,11.8,12.9,10.8,4.3,3.8,4.9,2776.8,2874.7,2156.4,652.3,.0,569.3,2022.8,2773.9,4193.3,971.3,1359.5,1243.2,2486.5
3,16,2,9.8,11.7,7.9,4.4,4.5,4.4,2738.7,2873.6,2159.6,653.0,.0,536.1,1927.9,2676.6,4243.6,972.8,1358.4,1232.8,2465.6
3,17,3,11.6,15.2,7.9,4.4,4.2,4.6,2762.7,2936.1,2250.8,709.2,.0,634.1,2137.4,2855.3,4393.4,955.0,1310.7,1280.5,2560.9
3,18,4,11.6,14.1,9.2,5.6,5.6,5.6,1993.2,1633.3,1046.5,229.9,.0,397.7,1520.0,2117.6,3251.7,1220.7,1909.6,978.1,1956.2
3,19,5,12.6,13.4,11.8,8.2,8.6,7.7,22.7,28.5,23.7,7.1,.0,13.5,29.6,29.8,37.9,440.9,797.8,240.7,481.5
3,20,0,15.2,17.1,13.4,8.5,8.2,8.8,994.5,582.6,252.5,47.7,.0,93.6,590.0,996.5,1672.0,1355.1,2307.4,514.6,1029.3
3,21,7,13.4,14.0,12.9,8.4,8.5,8.3,36.1,47.5,37.0,18.4,.0,2.8,12.7,26.0,61.7,494.5,893.2,251.8,503.6
3,22,1,15.8,18.8,12.9,6.7,6.3,7.1,2230.4,2346.4,1781.6,530.3,.0,612.5,1919.6,2454.6,4062.2,1112.2,1631.7,1120.6,2241.1
3,23,2,14.6,17.2,12.0,6.9,7.0,6.7,2286.2,2535.3,2002.3,652.6,.0,646.7,2000.9,2542.0,4284.6,1074.3,1541.0,1097.9,2195.7
3,24,3,14.3,15.3,13.2,9.0,9.0,9.0,15.3,22.6,21.6,10.1,.0,18.2,38.6,35.4,31.4,635.7,1152.5,290.8,581.5
3,25,4,17.1,18.8,15.3,10.2,11.3,9.1,185.8,218.6,186.2,78.5,.0,9.0,53.6,148.8,358.6,1063.9,1900.3,454.2,908.3
3,26,5,12.7,14.0,11.5,4.6,4.2,5.0,2028.5,2286.9,1848.2,651.3,.0,611.5,1876.6,2357.1,4135.6,1148.9,1692.2,1173.5,2346.9
3,27,6,10.4,12.5,8.3,4.9,4.9,4.9,2277.2,2767.1,2318.0,839.9,.0,791.0,2244.6,2720.0,4802.3,996.7,1350.2,1170.6,2341.1
3,28,7,11.9,13.4,10.4,6.7,6.6,6.8,135.3,131.0,110.7,41.0,.0,31.9,101.0,151.7,282.5,1101.5,1975.9,522.2,1044.4
3,29,1,10.9,10.9,10.8,6.8,7.0,6.7,13.2,34.6,38.6,19.9,.0,7.1,16.4,18.5,33.0,575.6,1043.2,214.0,428.0
3,30,2,11.0,11.4,10.6,6.7,6.5,6.9,17.6,33.0,40.2,23.0,.0,16.3,38.3,40.0,44.5,711.9,1289.8,320.4,640.8
3,31,3,11.5,11.8,11.2,6.8,6.9,6.8,10.9,27.4,35.2,20.7,.0,7.3,19.8,21.7,28.6,669.4,1214.2,314.6,629.2
4,1,4,17.6,19.8,15.4,4.9,5.1,4.8,830.9,770.2,688.3,244.6,.0,300.4,1069.1,1293.7,2050.3,1497.3,2528.4,797.2,1594.5
4,2,5,17.6,19.4,15.9,6.7,6.2,7.3,323.6,482.4,389.9,136.8,.1,54.5,186.8,247.9,789.4,1473.9,2605.1,528.0,1056.0
4,3,6,17.1,17.9,16.2,11.1,11.3,10.8,163.3,177.3,124.9,43.4,.1,37.5,106.4,150.2,392.9,1258.1,2250.4,356.5,712.9
4,4,7,17.0,17.8,16.2,9.4,8.7,10.1,58.9,77.6,78.9,38.0,.1,31.2,88.6,98.7,160.6,1014.7,1829.4,433.2,866.4
4,5,1,16.0,17.9,14.1,7.8,7.5,8.2,1336.1,1413.8,1279.4,630.1,.6,814.2,2101.8,2374.9,3782.1,1259.6,1928.3,894.3,1788.7
4,6,2,15.2,16.2,14.1,8.4,8.4,8.4,45.9,82.2,81.1,38.8,.1,27.8,61.1,65.3,136.1,996.1,1798.0,453.0,906.0
4,7,3,15.8,17.7,13.9,8.9,9.3,8.6,340.6,134.7,136.0,66.4,.3,320.1,923.5,952.1,1068.8,1357.7,2366.7,520.4,1040.9
4,8,4,17.0,18.0,16.1,10.4,10.8,10.1,58.6,81.6,83.7,39.5,.5,43.5,105.1,108.8,184.0,1086.3,1957.3,403.0,806.0
4,9,5,17.7,19.4,16.0,8.4,7.7,9.2,1011.9,1226.6,959.9,246.6,2.0,490.9,1086.9,1258.0,3058.9,1436.0,2323.7,701.3,1402.6
4,10,6,16.7,18.5,15.0,7.4,7.8,7.0,554.6,1892.0,1969.2,859.4,4.5,91.7,181.1,189.0,1982.5,1353.5,2270.2,787.9,1575.9
4,11,7,14.5,16.8,12.3,4.4,4.7,4.1,1330.5,2218.9,2127.7,943.2,12.0,516.8,1287.4,1537.1,4362.5,1211.6,1789.9,1197.3,2394.6
4,12,1,13.9,16.0,11.8,5.3,5.3,5.4,1523.0,2385.2,2247.3,946.9,11.8,1129.1,2475.5,2527.6,5462.3,1036.1,1365.4,1210.1,2420.2
4,13,2,14.7,16.3,13.1,7.4,7.2,7.5,271.2,977.9,1063.4,502.5,3.2,145.7,247.8,239.7,1153.9,1533.7,2677.2,669.9,1339.8
4,14,3,14.0,13.9,14.1,9.3,9.3,9.4,2.5,12.2,14.7,7.9,.5,10.4,15.6,10.8,13.9,525.3,953.7,195.4,390.8
4,15,4,18.5,19.9,17.1,10.9,11.1,10.6,48.5,124.9,154.7,92.0,2.9,169.3,297.2,242.4,277.3,1251.7,2248.1,443.7,887.4
4,16,5,18.2,20.2,16.2,7.1,6.5,7.7,1301.2,2347.5,2378.6,1117.9,36.1,1284.4,2577.4,2463.4,5430.0,1090.6,1466.5,1171.7,2343.4
4,17,6,17.7,20.6,14.8,7.1,7.0,7.2,1256.4,2320.7,2370.3,1123.5,29.8,1204.9,2460.1,2372.3,5446.7,1096.3,1475.8,1152.0,2303.9
4,18,7,16.9,19.3,14.6,7.4,7.2,7.7,489.3,1053.5,883.3,244.3,8.0,171.4,335.9,312.9,1979.3,1423.9,2405.1,680.4,1360.7
4,19,1,17.3,20.1,14.5,8.5,8.3,8.7,1072.5,1289.0,1060.9,343.8,25.1,1110.5,2254.2,2154.6,4660.1,1246.5,1829.4,817.6,1635.2
4,20,2,17.8,19.6,16.0,9.9,10.2,9.6,67.5,85.8,99.1,54.5,5.2,213.0,408.9,344.0,421.7,1277.9,2283.0,437.9,875.7
4,21,3,19.5,20.4,18.7,10.9,11.5,10.3,58.7,573.3,794.3,512.1,8.0,114.7,228.5,195.8,565.0,1228.1,2176.0,429.7,859.5
4,22,4,17.6,17.3,17.9,11.7,11.9,11.5,4.7,9.7,12.8,7.4,.9,27.2,47.3,36.2,37.2,554.0,1003.7,171.0,341.9
4,23,5,19.1,20.3,17.9,11.4,11.0,11.8,25.8,58.6,69.0,39.2,3.8,49.4,82.9,69.7,142.6,1051.5,1898.0,228.5,457.1
4,24,6,16.0,16.6,15.3,10.3,11.0,9.5,7.0,33.7,44.8,26.7,1.6,14.3,27.6,22.5,51.3,698.1,1264.2,259.3,518.7
4,25,7,14.2,17.1,11.3,5.7,4.8,6.6,888.4,1434.4,1374.2,597.3,46.1,1329.0,2472.8,2188.9,5076.1,1231.9,1763.1,947.8,1895.7
4,26,1,16.8,19.4,14.3,7.9,7.9,8.0,565.2,1903.1,2129.1,1109.9,31.7,223.1,406.8,448.5,3323.3,1477.7,2373.7,842.0,1684.0
4,27,2,19.6,23.2,16.0,8.1,8.2,8.0,748.9,2055.0,2326.5,1240.3,59.1,1230.9,2206.9,1871.9,5051.5,1290.3,1866.6,1065.3,2130.6
4,28,3,16.6,17.3,15.8,5.4,5.1,5.8,437.6,356.7,329.5,148.0,30.3,1091.7,2034.5,1739.3,2903.5,1579.8,2598.1,864.1,1728.2
4,29,0,15.1,15.9,14.4,6.7,7.0,6.4,15.7,51.0,66.3,41.2,4.9,49.0,77.0,59.5,122.6,1092.0,1973.6,308.2,616.4
4,30,5,14.3,13.4,15.3,9.5,9.0,10.0,1.7,6.0,8.4,5.3,.7,8.4,15.1,11.5,17.3,559.3,1015.3,169.2,338.4
5,1,6,18.2,18.3,18.2,12.0,12.2,11.9,8.6,34.9,48.4,32.4,4.6,45.4,64.7,45.9,80.1,931.2,1685.2,194.8,389.6
5,2,7,21.4,24.1,18.6,12.9,13.6,12.2,328.1,300.6,263.2,127.2,17.6,220.0,575.2,627.3,1984.4,1636.5,2792.4,450.1,900.2
5,3,1,19.2,20.0,18.5,12.6,12.8,12.4,10.8,45.7,62.3,40.4,3.2,11.6,20.2,19.1,87.2,1035.7,1874.8,205.9,411.7
5,4,0,18.1,18.5,17.7,12.2,12.2,12.1,15.0,52.1,66.5,42.4,6.2,30.6,45.2,33.4,117.8,1049.5,1896.9,200.6,401.2
5,5,0,18.5,18.8,18.3,12.5,12.6,12.4,.6,2.5,4.4,3.5,.9,7.0,10.5,7.0,7.2,640.1,1163.0,154.7,309.4
5,6,0,18.1,18.8,17.5,10.9,10.4,11.4,19.6,358.9,566.6,418.0,25.2,90.0,133.0,93.9,370.8,1293.2,2313.2,450.7,901.3
5,7,5,20.0,23.6,16.4,8.6,9.0,8.2,564.0,1864.3,2351.9,1402.8,128.7,1429.2,2410.0,1912.6,5673.0,1230.8,1701.5,1072.3,2144.6
5,8,6,18.3,20.9,15.8,9.2,9.2,9.1,245.2,553.8,792.7,540.4,59.5,318.2,760.4,734.5,2217.1,1727.1,2931.9,755.4,1510.7
5,9,7,21.3,25.1,17.6,9.2,10.0,8.5,476.7,1509.6,1795.3,972.2,74.0,1295.2,2191.1,1721.5,5256.9,1345.0,1952.7,930.4,1860.8
5,10,1,20.3,21.9,18.8,10.7,11.2,10.3,432.0,1621.7,2005.9,1148.1,65.6,911.8,1510.3,1218.2,4798.1,1435.7,2160.9,785.6,1571.2
5,11,2,22.7,25.1,20.4,12.8,13.2,12.4,57.0,601.7,916.5,647.3,51.9,573.0,884.6,616.3,1310.3,1703.3,2969.1,585.6,1171.1
5,12,3,20.7,22.9,18.5,10.3,9.6,11.0,440.0,1762.3,2332.4,1441.2,106.5,879.4,1632.2,1370.2,5385.4,1308.0,1873.6,869.3,1738.7
5,13,4,19.8,21.4,18.2,12.1,12.7,11.6,24.4,87.5,106.2,52.5,7.3,72.5,125.2,96.6,320.2,1352.1,2428.3,367.5,735.0
5,14,5,20.8,22.2,19.4,13.1,14.6,11.6,51.2,323.6,478.2,330.1,35.1,33.4,41.9,39.7,585.6,1428.0,2540.0,428.6,857.1
5,15,6,19.0,21.8,16.2,6.6,6.2,6.9,359.0,1476.2,2070.5,1386.1,189.8,1520.4,2404.1,1766.4,5244.1,1351.7,1960.8,1178.7,2357.4
5,16,7,18.3,20.9,15.8,7.6,7.6,7.6,394.6,1806.1,2489.5,1589.9,212.6,1529.4,2407.5,1757.1,5961.5,1213.3,1643.3,1170.6,2341.1
5,17,1,19.2,22.0,16.5,8.8,8.8,8.9,372.4,1739.8,2405.8,1536.7,190.8,1483.1,2347.9,1718.1,5905.5,1235.4,1689.8,1114.2,2228.3
5,18,2,21.3,24.5,18.0,9.2,9.4,9.1,344.4,1685.7,2356.6,1519.1,181.8,1358.9,2156.0,1578.5,5666.6,1298.4,1827.1,1078.7,2157.4
5,19,3,22.6,24.2,20.9,13.3,13.4,13.2,68.1,126.5,162.4,86.3,16.2,173.9,395.5,335.0,1007.7,1555.7,2735.4,434.4,868.8
5,20,4,21.8,21.9,21.8,14.2,14.3,14.1,10.6,122.1,191.2,135.7,13.3,19.0,31.0,24.2,217.5,1228.7,2213.2,311.1,622.2
5,21,5,20.1,21.8,18.5,8.9,8.6,9.1,288.3,1169.1,1484.1,836.4,71.0,1003.0,1684.8,1279.8,5113.7,1399.2,2070.1,804.8,1609.6
5,22,6,18.6,20.7,16.4,8.1,7.2,8.9,278.2,885.5,1073.2,559.7,88.7,1195.4,1919.5,1403.1,4911.3,1437.9,2158.5,835.6,1671.2
5,23,7,17.7,20.9,14.5,7.1,6.1,8.0,294.8,1714.1,2522.1,1691.2,286.3,1645.9,2463.3,1684.3,6086.2,1216.4,1637.5,1156.0,2312.0
5,24,1,20.2,23.5,17.0,9.0,9.3,8.7,270.4,1624.4,2399.7,1611.5,249.6,1348.9,2058.0,1429.2,5677.6,1330.9,1885.2,1030.4,2060.8
5,25,2,20.8,23.0,18.7,9.9,10.1,9.8,254.1,1392.5,1970.6,1263.5,204.7,1508.2,2250.5,1527.2,5603.5,1341.7,1914.3,871.7,1743.3
5,26,3,21.0,22.4,19.6,11.2,11.3,11.2,74.7,447.3,545.1,256.9,26.1,136.6,192.0,131.1,1446.4,1655.9,2877.3,479.7,959.5
5,27,4,19.9,20.5,19.2,11.0,10.8,11.1,6.4,48.5,81.5,61.1,16.3,52.1,71.9,44.5,154.2,1153.7,2082.9,270.4,540.8
5,28,5,19.5,20.9,18.2,11.8,12.1,11.5,5.9,38.8,60.0,41.7,10.4,49.2,68.6,42.9,146.8,1152.0,2080.6,224.5,448.9
5,29,6,18.2,18.3,18.0,12.9,13.0,12.7,.0,21.3,47.1,42.3,10.7,15.2,20.0,11.7,25.8,611.1,1108.3,204.1,408.2
5,30,7,21.9,23.8,20.1,12.6,13.1,12.0,19.0,787.8,1410.0,1115.5,269.9,966.0,1177.3,627.8,1543.8,1724.6,2981.9,676.3,1352.6
5,31,1,21.9,25.3,18.5,10.9,10.5,11.3,195.3,824.4,1197.2,770.3,267.1,1596.3,2280.1,1460.7,4872.2,1499.3,2269.0,881.6,1763.1
6,1,2,21.6,22.9,20.3,13.8,14.0,13.6,4.2,58.3,112.0,90.8,100.8,495.3,579.9,287.4,303.7,1235.7,2214.4,371.6,743.2
