åé,ì˙,ójì˙,ïΩãœäOãCâ∑[Åé],,,ïΩãœê‚ëŒéºìx[g/kg'],,,íºíBì˙éÀó [Wh/m2](ÉKÉâÉXì¸éÀäpîΩâfÅE0.89Ç≈èúÇµÇƒäÓèÄâªçœÇ›),,,,,,,,,ìVãÛÅEîΩéÀì˙éÀó [Wh/m2](ÉKÉâÉXì¸éÀäpîΩâfÇΩÇæÇµ0.808ÇÕèÊÇ∂ÇƒÇ¢Ç»Ç¢),,ñÈä‘ï˙éÀ[Wh/m2],,
,,,ëSì˙,7Å`18éû,19Å`6éû,ëSì˙,7Å`18éû,19Å`6éû,S,SW,W,NW,N,NE,E,SE,êÖïΩ,âîíº,êÖïΩ,âîíº,êÖïΩ
2,16,2,1.6,2.0,1.2,3.9,3.9,3.8,150.9,53.5,15.2,1.5,.0,2.9,81.9,160.2,98.9,522.9,940.9,205.9,411.7
2,17,3,-1.8,-0.9,-2.7,2.5,2.8,2.3,1541.6,779.0,250.1,17.4,.0,71.7,697.2,1458.1,1030.9,867.0,1473.5,418.1,836.2
2,18,4,-3.3,-1.5,-5.0,1.7,1.5,1.8,4787.3,3025.4,1064.4,50.7,.0,206.9,1913.9,3949.0,3244.4,513.4,609.4,880.4,1760.8
2,19,5,-4.1,-3.5,-4.7,2.3,2.5,2.1,170.4,139.8,44.1,1.9,.0,.3,16.0,93.3,126.3,586.9,1054.8,365.8,731.5
2,20,6,-4.4,-3.2,-5.6,1.8,1.4,2.2,4058.6,2376.4,855.5,33.5,.0,217.1,1899.9,3598.2,2821.9,622.8,850.2,744.9,1489.8
2,21,7,-1.5,-0.5,-2.5,2.8,2.7,2.8,2304.2,1470.3,924.2,90.8,.0,116.6,1431.7,2159.1,1490.7,847.6,1385.1,488.5,976.9
2,22,1,-2.4,-1.8,-2.9,2.6,2.7,2.6,1575.5,457.8,51.6,6.4,.0,80.3,844.8,1790.8,1177.0,626.2,1023.4,317.5,635.0
2,23,2,-4.0,-2.9,-5.0,2.0,1.9,2.2,1755.0,1558.3,983.7,119.4,.0,135.9,887.3,1399.7,1158.8,933.8,1575.9,649.5,1299.1
2,24,3,-5.5,-4.1,-6.8,1.7,1.5,1.9,3409.8,1769.1,454.4,36.8,.0,82.8,1309.9,3064.8,2660.9,683.8,985.1,607.1,1214.2
2,25,4,-3.7,-2.8,-4.7,2.0,2.1,2.0,3158.8,1985.3,849.2,70.0,.0,258.7,1598.0,2859.4,2374.7,804.5,1225.8,721.6,1443.3
2,26,5,1.2,2.7,-0.3,2.0,2.0,2.1,3735.5,3553.6,2183.4,273.8,.0,42.9,1037.3,2103.1,2852.7,728.6,1040.9,883.9,1767.8
2,27,6,2.4,3.3,1.6,3.6,3.8,3.5,353.6,533.0,393.4,126.7,.0,7.4,52.3,143.6,253.1,780.7,1393.3,488.5,976.9
2,28,7,2.3,3.1,1.6,3.4,3.9,3.0,41.0,14.6,3.0,.0,.0,10.2,41.2,56.9,30.8,359.9,651.3,321.0,642.0
3,1,1,1.5,3.6,-0.6,3.1,3.0,3.2,821.5,967.8,660.6,147.9,.0,28.1,204.5,441.8,640.2,1034.2,1815.4,438.5,876.9
3,2,2,0.0,1.2,-1.2,2.3,2.2,2.5,3101.0,3601.4,2174.0,368.6,.0,116.9,579.7,1477.1,2518.6,824.1,1245.6,874.6,1749.2
3,3,3,-1.2,0.9,-3.4,1.8,1.8,1.9,4225.8,2943.5,1296.9,125.4,.0,234.2,1829.5,3469.4,3617.5,637.4,804.8,987.4,1974.8
3,4,4,-1.8,-0.2,-3.5,2.3,2.5,2.1,494.2,221.0,54.7,10.2,.0,28.9,250.7,509.4,438.1,920.8,1631.7,424.5,849.0
3,5,5,-2.3,-0.2,-4.5,2.2,2.2,2.2,3633.7,2169.1,955.1,133.8,.0,351.4,2093.2,3647.7,3182.3,742.3,1035.1,971.1,1942.2
3,6,6,-1.3,1.0,-3.5,2.2,2.3,2.1,3475.4,2411.3,1342.0,242.3,.0,331.3,1952.1,3298.6,3076.2,832.8,1208.4,1054.8,2109.7
3,7,7,1.0,3.6,-1.6,2.5,2.5,2.6,3904.3,3623.0,2386.1,537.2,.0,293.8,1751.0,3054.1,3496.5,752.0,1017.6,1061.2,2122.5
3,8,1,1.6,3.8,-0.5,2.8,2.8,2.7,1831.1,1664.2,787.4,106.9,.0,20.8,285.1,1000.0,1758.8,1032.8,1709.6,718.2,1436.3
3,9,2,2.7,5.2,0.1,2.3,2.3,2.3,1135.7,1874.2,1678.0,441.3,.0,114.8,552.1,667.1,978.0,949.0,1620.1,834.5,1668.9
3,10,3,0.8,2.8,-1.2,2.8,2.6,2.9,993.9,803.6,304.1,7.8,.0,59.6,291.1,626.6,989.2,1071.6,1853.8,499.5,999.0
3,11,4,1.4,1.7,1.0,3.5,3.4,3.5,40.2,65.6,50.2,16.3,.0,.0,2.3,12.1,38.8,529.9,959.5,264.6,529.2
3,12,5,2.3,3.3,1.3,2.9,2.8,2.9,158.4,72.7,23.4,3.1,.0,46.3,154.3,214.8,158.3,787.8,1416.5,333.2,666.4
3,13,6,2.4,4.4,0.4,2.5,2.4,2.6,1135.5,1817.7,1557.4,386.3,.0,72.5,391.8,582.7,1127.6,1090.8,1866.6,705.4,1410.7
3,14,7,3.3,5.9,0.7,2.8,2.7,2.8,3140.0,2288.6,1082.4,174.3,.0,158.0,1300.1,2579.4,3341.0,863.4,1249.1,829.8,1659.6
3,15,1,4.1,7.2,1.0,2.7,2.5,2.9,3567.6,2800.3,1613.9,392.3,.0,259.6,1729.8,3090.1,3850.6,790.7,1064.1,1022.3,2044.6
3,16,2,5.3,7.3,3.3,4.0,3.8,4.3,1463.9,662.0,182.5,25.7,.0,93.0,680.6,1458.8,1625.1,1048.5,1752.6,528.0,1056.0
3,17,3,9.4,11.8,6.9,6.2,7.2,5.1,8.1,.4,.0,.0,.0,1.1,8.2,12.1,9.1,246.1,446.6,248.9,497.8
3,18,4,1.6,2.6,0.6,2.1,1.9,2.3,1189.1,1292.6,758.9,251.2,.0,150.4,457.7,833.1,1361.0,1197.0,2043.4,560.0,1120.0
3,19,5,1.7,3.9,-0.6,2.9,2.7,3.1,2047.7,1315.7,535.3,53.6,.0,199.4,920.5,1824.1,2400.1,1027.9,1641.0,629.2,1258.4
3,20,0,3.4,4.7,2.2,3.5,3.6,3.4,776.6,297.7,260.7,84.2,.0,335.5,1303.3,1474.6,941.8,1015.1,1750.3,526.3,1052.5
3,21,7,8.3,10.4,6.1,3.8,3.6,4.0,511.4,700.8,598.5,205.3,.0,108.0,380.4,463.2,634.2,1169.4,2062.0,647.2,1294.4
3,22,1,4.2,5.7,2.8,2.9,2.4,3.4,3870.6,3871.0,2629.5,708.4,.0,150.5,1406.5,2766.1,4846.6,640.3,697.8,924.6,1849.2
3,23,2,3.3,4.8,1.9,3.0,2.8,3.2,2129.6,1996.7,1373.0,440.9,.0,100.3,904.2,1733.0,2724.4,1132.1,1795.7,813.5,1627.0
3,24,3,3.5,4.6,2.4,4.3,4.5,4.1,131.8,73.9,20.2,2.4,.0,7.7,53.3,115.3,168.9,829.4,1492.1,225.0,450.1
3,25,4,1.2,2.1,0.2,2.9,2.9,2.8,40.6,73.0,80.4,44.5,.0,12.3,44.2,57.1,57.6,627.7,1135.1,333.8,667.6
3,26,5,1.2,3.6,-1.2,2.3,2.1,2.5,2961.6,1888.0,848.1,190.9,.0,269.3,1582.6,2817.9,3996.1,867.1,1197.9,880.4,1760.8
3,27,6,2.0,3.4,0.5,3.5,3.4,3.5,1243.6,333.1,234.5,85.6,.0,339.5,1628.9,2101.0,1779.0,1063.6,1761.9,623.9,1247.9
3,28,7,3.5,5.5,1.6,3.4,3.4,3.4,367.3,444.0,327.2,93.5,.0,57.8,174.8,273.0,526.6,1191.6,2115.5,585.0,1170.0
3,29,1,3.7,6.4,1.0,2.9,2.8,3.0,1239.3,1243.8,918.5,286.2,.0,399.3,1173.0,1427.4,1867.6,1417.2,2393.5,829.2,1658.4
3,30,2,6.2,7.2,5.2,5.0,5.2,4.9,22.9,17.7,17.1,7.7,.0,37.4,73.0,68.3,38.4,439.1,794.3,268.1,536.1
3,31,3,8.1,9.9,6.2,5.5,6.0,4.9,328.0,285.8,146.9,43.4,.0,7.6,67.9,218.0,482.3,1158.4,2060.8,388.4,776.9
4,1,4,3.0,5.5,0.4,2.5,2.4,2.6,3158.9,3134.4,2253.1,659.1,.0,839.1,2549.0,3358.9,5059.8,799.8,965.3,1075.2,2150.4
4,2,5,6.1,8.7,3.6,3.2,3.2,3.3,2031.7,2146.7,1406.0,295.1,.0,129.0,614.1,1272.7,3182.1,1163.1,1814.3,832.7,1665.4
4,3,6,8.8,11.5,6.0,3.9,4.0,3.7,1028.0,1249.0,985.7,397.4,.0,118.8,429.9,786.9,1685.9,1427.7,2433.0,853.1,1706.1
4,4,7,6.8,10.5,3.1,2.7,2.5,2.9,2939.9,3158.0,2422.0,804.5,.1,884.0,2542.8,3244.5,5106.2,835.8,1025.8,1250.2,2500.5
4,5,1,5.9,8.4,3.4,3.9,3.8,4.0,321.6,392.9,306.2,80.0,.0,48.2,132.0,240.0,557.0,1215.1,2156.2,507.6,1015.3
4,6,2,6.0,7.6,4.4,4.2,4.2,4.1,598.5,883.6,651.0,189.4,.0,111.0,261.4,364.3,1073.8,1375.6,2398.1,563.5,1126.9
4,7,3,5.2,6.7,3.7,2.8,2.6,3.0,578.6,726.6,527.8,109.3,.1,137.2,314.4,441.6,1053.3,1401.0,2447.0,675.7,1351.4
4,8,4,3.0,4.5,1.5,2.6,2.5,2.7,298.1,580.2,520.0,213.9,.1,48.8,110.1,154.2,571.3,1290.3,2289.9,705.9,1411.9
4,9,5,3.6,7.0,0.2,2.4,2.4,2.4,2217.1,2728.0,2522.3,994.8,3.9,956.2,2587.0,3011.7,4560.4,1028.1,1425.8,1161.3,2322.5
4,10,6,4.4,6.4,2.5,3.9,4.1,3.6,127.9,144.2,114.8,45.6,1.2,242.7,411.5,346.9,288.3,1182.6,2120.1,503.6,1007.2
4,11,7,7.6,10.4,4.8,3.9,3.9,3.9,483.7,712.1,633.9,224.0,1.1,120.0,323.9,453.9,1028.6,1466.4,2567.9,589.6,1179.3
4,12,1,9.4,11.9,7.0,4.5,4.2,4.9,328.1,1047.9,1087.7,414.3,1.1,55.4,121.6,125.2,857.2,1189.7,2079.4,529.7,1059.5
4,13,2,11.2,12.3,10.0,7.4,7.9,6.9,92.2,470.5,572.2,316.5,1.9,22.0,66.0,81.7,319.5,1008.9,1801.5,434.4,868.8
4,14,3,10.1,14.0,6.3,5.2,5.6,4.7,2128.8,1830.7,1201.7,317.2,7.1,963.4,2418.0,2821.2,4605.0,1073.0,1513.1,799.0,1598.0
4,15,4,4.6,5.6,3.6,3.3,3.3,3.3,261.9,470.7,377.4,78.1,2.0,97.4,160.7,148.4,585.5,1159.1,2051.5,538.5,1076.9
4,16,5,6.1,9.8,2.4,3.4,3.4,3.4,1536.0,2698.2,2408.1,1041.6,12.4,918.6,1721.3,1782.0,3860.6,1220.2,1843.4,1101.4,2202.7
4,17,6,9.5,14.0,5.1,3.5,3.2,3.7,2242.2,3018.0,2742.8,1205.1,28.3,1085.5,2604.6,2946.6,5546.9,933.3,1164.2,1277.6,2555.1
4,18,7,12.0,15.2,8.9,4.8,4.7,5.0,1490.4,1533.3,1169.2,407.4,14.9,477.8,1293.3,1639.8,3448.3,1363.3,2152.7,767.0,1534.0
4,19,1,10.0,11.6,8.4,6.6,7.3,6.0,18.6,95.5,126.5,79.1,3.8,34.4,58.0,47.0,79.3,676.8,1222.3,264.0,528.0
4,20,2,10.0,12.4,7.6,5.0,5.1,4.9,1743.5,2488.7,2167.5,875.0,14.8,182.5,788.9,1330.0,4309.6,1163.4,1709.6,805.4,1610.8
4,21,3,9.4,12.4,6.3,4.5,4.4,4.6,1121.4,466.6,264.3,146.3,15.5,772.1,1973.0,2248.8,2947.2,1279.7,2048.0,740.2,1480.5
4,22,4,7.5,8.7,6.3,5.3,5.7,4.9,33.3,114.9,164.6,115.3,13.2,3.8,17.5,26.6,94.8,930.8,1682.9,280.3,560.6
4,23,5,8.1,10.1,6.2,3.7,3.4,4.0,1225.0,2055.7,1983.0,868.7,26.4,581.5,1451.7,1605.1,3717.8,1405.0,2201.6,791.4,1582.8
4,24,6,6.2,7.8,4.7,3.8,3.8,3.9,705.0,1015.1,880.6,428.8,17.8,209.6,519.3,693.3,1960.2,1640.1,2797.0,658.8,1317.7
4,25,7,6.7,8.1,5.3,4.5,4.4,4.6,137.5,97.4,95.5,49.6,7.0,339.5,641.4,559.3,559.1,1361.1,2420.2,482.6,965.3
4,26,1,11.9,14.1,9.7,5.4,5.7,5.2,692.9,1608.2,1933.2,1059.8,41.5,506.8,1304.7,1333.0,2667.6,1548.7,2558.6,826.3,1652.6
4,27,2,14.9,18.0,11.8,4.8,4.8,4.8,1579.9,2272.6,2112.9,939.5,49.4,521.5,1466.0,1806.6,4843.2,1212.5,1749.2,1072.3,2144.6
4,28,3,15.9,20.3,11.5,5.4,5.3,5.4,1630.3,2550.1,2504.3,1200.7,89.3,1308.9,2634.2,2615.1,5526.9,1085.1,1445.6,1208.4,2416.7
4,29,0,13.5,15.6,11.4,8.4,9.2,7.7,40.2,28.3,27.0,14.1,5.9,135.9,245.3,201.6,199.4,1066.7,1920.1,354.7,709.4
4,30,5,14.2,15.8,12.5,7.9,7.8,8.0,303.9,1280.5,1497.2,778.2,36.1,122.2,196.5,163.8,1315.8,1485.4,2572.6,601.9,1203.7
5,1,6,16.8,20.5,13.1,7.4,6.9,7.9,773.9,1159.4,1242.1,628.3,39.2,462.9,1206.4,1313.2,2856.9,1641.4,2714.4,776.3,1552.6
5,2,7,14.6,17.0,12.2,6.9,7.1,6.6,458.8,1961.5,2336.6,1266.1,83.0,143.7,229.6,196.4,2039.6,1442.6,2424.9,660.0,1320.0
5,3,1,10.9,13.3,8.6,3.9,3.3,4.5,676.8,562.1,588.3,289.6,87.1,1337.3,2520.5,2213.1,2897.0,1512.7,2472.5,761.2,1522.4
5,4,0,12.5,14.7,10.3,6.0,6.1,6.0,162.9,552.7,592.5,323.2,13.5,74.5,109.7,102.1,725.1,1330.7,2350.4,481.5,963.0
5,5,0,10.1,11.9,8.3,3.9,3.8,4.0,1349.8,2298.6,2336.6,1163.5,62.0,552.3,1460.3,1709.2,5211.7,1201.9,1695.7,1026.3,2052.7
5,6,0,10.1,11.6,8.5,4.0,3.9,4.0,582.7,1101.2,1320.3,743.1,73.4,647.2,1301.2,1250.9,2634.9,1684.5,2811.0,888.5,1777.1
5,7,5,9.0,9.9,8.1,4.9,4.9,4.9,30.0,63.0,79.0,48.9,9.6,52.2,86.1,71.2,138.3,1110.2,2005.0,418.1,836.2
5,8,6,8.2,10.1,6.3,3.7,3.8,3.7,476.3,196.6,200.0,109.2,39.0,1028.6,2080.4,1859.1,2383.6,1467.7,2442.3,697.2,1394.4
5,9,7,9.4,13.2,5.7,3.8,3.7,3.9,1005.5,1667.5,1954.2,1219.9,169.6,1552.0,2798.4,2496.8,4836.2,1358.8,2007.3,1084.5,2169.0
5,10,1,10.9,12.8,9.0,5.2,4.9,5.5,73.8,183.5,190.3,78.1,12.9,61.1,97.6,80.8,335.3,1283.3,2301.6,539.6,1079.3
5,11,2,16.1,18.5,13.6,7.7,7.4,8.0,748.5,1222.7,1263.2,603.7,54.3,426.1,949.8,1063.2,3287.2,1616.9,2631.9,735.6,1471.2
5,12,3,13.4,13.7,13.0,8.8,9.4,8.1,.1,16.7,33.5,28.8,10.5,26.2,30.1,14.7,9.9,591.8,1074.6,202.9,405.9
5,13,4,10.2,11.0,9.5,6.0,6.2,5.7,114.3,522.7,575.9,232.3,14.3,68.5,103.0,76.2,729.0,1291.4,2279.5,370.4,740.8
5,14,5,13.9,17.0,10.8,5.5,5.4,5.7,1081.3,1920.1,1989.4,999.7,124.4,1412.2,2551.2,2265.1,5666.0,1219.4,1682.9,986.8,1973.6
5,15,6,13.7,16.0,11.4,7.1,7.1,7.2,99.4,118.6,124.1,79.1,15.0,75.1,141.1,155.0,439.3,1431.2,2560.9,493.7,987.4
5,16,7,14.3,16.7,12.0,7.6,7.7,7.6,612.9,1633.0,1905.2,1134.3,135.3,203.6,377.7,446.0,3001.1,1599.3,2623.7,789.7,1579.4
5,17,1,16.2,19.8,12.6,7.4,7.4,7.4,998.9,1984.9,2134.6,1104.0,130.1,1357.8,2424.8,2122.3,5722.9,1229.8,1696.8,1031.6,2063.2
5,18,2,18.1,21.5,14.8,7.5,7.3,7.6,774.3,1020.2,993.4,420.6,109.3,1019.2,1931.5,1742.7,4168.1,1492.2,2322.5,878.1,1756.1
5,19,3,18.0,21.4,14.6,7.9,8.1,7.6,857.3,1485.9,1470.9,676.0,126.6,1332.5,2239.9,1887.4,4957.1,1403.8,2086.4,954.8,1909.6
5,20,4,20.4,24.7,16.2,7.3,7.2,7.4,697.1,2067.5,2507.7,1483.9,183.7,1218.3,2010.7,1611.0,4790.4,1466.0,2209.7,1063.0,2126.0
5,21,5,16.6,17.7,15.5,8.4,8.8,8.0,68.5,328.4,414.9,217.2,34.3,76.3,111.6,77.6,500.8,1374.8,2451.6,558.2,1116.5
5,22,6,16.4,19.5,13.3,5.7,5.2,6.2,174.1,361.9,400.8,241.7,112.5,1096.8,1497.9,992.8,1530.0,1741.2,3016.8,747.8,1495.6
5,23,7,8.3,8.4,8.3,5.9,6.0,5.8,6.3,47.7,73.1,50.2,12.9,33.0,45.1,26.7,70.1,764.4,1382.8,285.5,571.0
5,24,1,10.8,13.9,7.8,5.2,5.2,5.1,332.7,266.3,313.3,196.0,34.1,516.9,1123.3,1082.2,2188.6,1669.5,2831.9,630.3,1260.7
5,25,2,9.7,10.8,8.6,5.7,5.5,6.0,27.8,67.5,86.3,55.2,14.9,54.0,79.0,59.7,181.3,1164.7,2100.4,369.3,738.5
5,26,3,11.1,12.7,9.4,7.1,7.3,6.8,35.1,316.8,503.3,370.5,41.0,66.4,108.9,88.4,421.4,1421.2,2542.3,466.9,933.9
5,27,4,12.7,15.8,9.6,6.2,6.2,6.3,699.0,1348.8,1443.4,739.8,85.7,482.5,1033.5,1061.4,4339.2,1536.3,2390.0,844.3,1688.7
5,28,5,12.9,13.8,12.0,7.6,7.7,7.5,25.5,89.6,128.1,88.0,32.1,278.8,377.2,239.2,341.6,1329.2,2383.0,464.6,929.2
5,29,6,14.6,16.8,12.4,8.2,8.2,8.2,124.7,139.3,177.6,109.7,51.9,908.2,1507.5,1114.0,1561.5,1559.8,2687.7,492.5,985.1
5,30,7,14.7,16.5,12.8,8.1,8.2,7.9,126.8,746.1,1052.8,679.4,64.6,171.7,298.7,246.0,1291.3,1799.3,3148.2,637.9,1275.8
5,31,1,17.3,19.9,14.8,8.2,8.2,8.2,703.5,1483.4,1684.0,920.6,148.1,1343.7,2274.4,1857.6,5422.4,1384.8,2009.7,937.4,1874.8
