YEAR,MO,DY,YB,HR,,ROOM-T,CLOD-S,RHEX-S,AHEX-S,FS,ROOM-H,CLOD-L,RHEX-L,AHEX-L,FL,MRT'
   0, 1, 1,3, 1,0, 18.54, -22.9,   0.0,   0.0, 9,  6.69,   0.0,   0.0,   0.0, 9, 18.02
   0, 1, 1,3, 2,0, 18.30, -23.2,   0.0,   0.0, 9,  6.69,   0.0,   0.0,   0.0, 9, 17.87
   0, 1, 1,3, 3,0, 18.07, -23.6,   0.0,   0.0, 9,  6.69,   0.0,   0.0,   0.0, 9, 17.69
   0, 1, 1,3, 4,0, 17.81, -24.3,   0.0,   0.0, 9,  6.69,   0.0,   0.0,   0.0, 9, 17.46
   0, 1, 1,3, 5,0, 17.56, -24.9,   0.0,   0.0, 9,  6.69,   0.0,   0.0,   0.0, 9, 17.23
   0, 1, 1,3, 6,0, 17.34, -25.0,   0.0,   0.0, 9,  6.69,   0.0,   0.0,   0.0, 9, 17.05
   0, 1, 1,3, 7,0, 17.13, -25.3,   0.0,   0.0, 9,  6.69,   0.0,   0.0,   0.0, 9, 16.85
   0, 1, 1,3, 8,0, 18.28,  -9.5,   0.0,   0.0, 9,  6.83,   2.8,   0.0,   0.0, 9, 18.70
   0, 1, 1,3, 9,0, 22.00,  34.6,   4.3, -27.5,10,  6.66,   5.6,   8.5,  -5.6,10, 24.40
   0, 1, 1,3,10,0, 22.00,  87.9,  72.4,  43.6,10,  6.66,   5.6,   6.0,  -8.1,10, 30.07
   0, 1, 1,3,11,0, 22.00, 115.3, 101.6,  76.2,10,  6.66,   5.6,   5.6,  -9.5,10, 32.74
   0, 1, 1,3,12,0, 22.00, 111.2,  99.2,  75.9,10,  6.66,   4.5,   4.5, -11.3,10, 32.32
   0, 1, 1,3,13,0, 22.00, 122.5, 111.8,  89.9,10,  6.66,   4.5,   4.5, -11.7,10, 33.47
   0, 1, 1,3,14,0, 22.00, 112.6, 103.3,  82.4,10,  6.66,   5.6,   5.6, -11.4,10, 32.53
   0, 1, 1,3,15,0, 22.00,  58.5,  50.3,  29.7,10,  6.66,   5.6,   5.6, -11.4,10, 27.17
   0, 1, 1,3,16,0, 22.00,  27.9,  20.8,  -0.5,10,  6.66,   5.6,   5.6, -10.0,10, 24.17
   0, 1, 1,3,17,0, 22.00,  14.0,   7.9, -14.8,10,  6.66,   5.6,   5.6,  -8.5,10, 22.85
   0, 1, 1,3,18,0, 22.00,   0.3,  -4.9, -29.3,10,  6.66,   4.2,   4.2,  -9.5,10, 21.55
   0, 1, 1,3,19,0, 22.00,  -5.9, -10.4, -36.1,10,  6.66,   2.2,   2.2, -10.8,10, 20.98
   0, 1, 1,3,20,0, 22.00,  -9.1, -12.8, -39.0,10,  6.66,   1.4,   1.4, -11.2,10, 20.73
   0, 1, 1,3,21,0, 22.00, -10.8, -14.0, -40.1,10,  6.66,   1.1,   1.1, -11.3,10, 20.61
   0, 1, 1,3,22,0, 20.57, -14.1,   0.0,   0.0, 9,  6.69,   0.6,   0.0,   0.0, 9, 19.86
   0, 1, 1,3,23,0, 19.87, -16.8,   0.0,   0.0, 9,  6.69,   0.0,   0.0,   0.0, 9, 19.25
   0, 1, 1,3,24,0, 19.51, -17.7,   0.0,   0.0, 9,  6.69,   0.0,   0.0,   0.0, 9, 19.01
   0, 1, 2,3, 1,0, 19.23, -18.7,   0.0,   0.0, 9,  6.69,   0.0,   0.0,   0.0, 9, 18.81
   0, 1, 2,3, 2,0, 18.99, -19.4,   0.0,   0.0, 9,  6.69,   0.0,   0.0,   0.0, 9, 18.62
   0, 1, 2,3, 3,0, 18.78, -19.9,   0.0,   0.0, 9,  6.69,   0.0,   0.0,   0.0, 9, 18.45
   0, 1, 2,3, 4,0, 18.57, -20.4,   0.0,   0.0, 9,  6.69,   0.0,   0.0,   0.0, 9, 18.27
   0, 1, 2,3, 5,0, 18.36, -20.8,   0.0,   0.0, 9,  6.69,   0.0,   0.0,   0.0, 9, 18.09
   0, 1, 2,3, 6,0, 18.17, -21.1,   0.0,   0.0, 9,  6.69,   0.0,   0.0,   0.0, 9, 17.91
   0, 1, 2,3, 7,0, 17.96, -21.6,   0.0,   0.0, 9,  6.69,   0.0,   0.0,   0.0, 9, 17.71
   0, 1, 2,3, 8,0, 19.57,  -0.8,   0.0,   0.0, 9,  6.83,   2.8,   0.0,   0.0, 9, 20.24
   0, 1, 2,3, 9,0, 22.00,  14.7,  -7.2, -35.9,10,  6.66,   5.6,   8.5,  -4.6,10, 22.70
   0, 1, 2,3,10,0, 22.00,  10.7,  -1.2, -28.0,10,  6.66,   5.6,   6.0,  -7.5,10, 22.50
   0, 1, 2,3,11,0, 22.00,  14.0,   3.5, -22.1,10,  6.66,   5.6,   5.6,  -8.9,10, 22.78
   0, 1, 2,3,12,0, 22.00,  13.8,   4.6, -20.7,10,  6.66,   4.5,   4.5, -11.1,10, 22.76
   0, 1, 2,3,13,0, 22.00,  14.8,   6.8, -18.1,10,  6.66,   4.5,   4.5, -11.5,10, 22.88
   0, 1, 2,3,14,0, 22.00,  19.4,  12.5, -12.1,10,  6.66,   5.6,   5.6, -10.8,10, 23.39
   0, 1, 2,3,15,0, 22.00,  48.6,  42.6,  18.3,10,  6.66,   5.6,   5.6, -10.8,10, 26.36
   0, 1, 2,3,16,0, 22.00,  62.8,  57.7,  33.5,10,  6.66,   5.6,   5.6, -10.6,10, 27.85
   0, 1, 2,3,17,0, 22.00,  25.2,  20.9,  -3.4,10,  6.66,   5.6,   5.6, -10.6,10, 24.14
   0, 1, 2,3,18,0, 22.00,  -2.1,  -5.8, -30.8,10,  6.66,   4.2,   4.2, -11.8,10, 21.45
   0, 1, 2,3,19,0, 22.00,  -7.3, -10.3, -36.5,10,  6.66,   2.2,   2.2, -13.5,10, 20.99
   0, 1, 2,3,20,0, 22.00, -11.0, -13.5, -41.4,10,  6.66,   1.4,   1.4, -13.9,10, 20.66
   0, 1, 2,3,21,0, 22.00, -13.7, -15.7, -45.6,10,  6.66,   1.1,   1.1, -13.8,10, 20.43
   0, 1, 2,3,22,0, 20.35, -17.7,   0.0,   0.0, 9,  6.69,   0.6,   0.0,   0.0, 9, 19.54
   0, 1, 2,3,23,0, 19.52, -20.9,   0.0,   0.0, 9,  6.69,   0.0,   0.0,   0.0, 9, 18.80
   0, 1, 2,3,24,0, 19.06, -22.3,   0.0,   0.0, 9,  6.69,   0.0,   0.0,   0.0, 9, 18.44
   0, 1, 3,3, 1,0, 18.71, -23.3,   0.0,   0.0, 9,  6.69,   0.0,   0.0,   0.0, 9, 18.19
   0, 1, 3,3, 2,0, 18.39, -24.3,   0.0,   0.0, 9,  6.69,   0.0,   0.0,   0.0, 9, 17.93
   0, 1, 3,3, 3,0, 18.09, -25.2,   0.0,   0.0, 9,  6.69,   0.0,   0.0,   0.0, 9, 17.67
   0, 1, 3,3, 4,0, 17.82, -25.6,   0.0,   0.0, 9,  6.69,   0.0,   0.0,   0.0, 9, 17.45
   0, 1, 3,3, 5,0, 17.57, -26.0,   0.0,   0.0, 9,  6.69,   0.0,   0.0,   0.0, 9, 17.23
   0, 1, 3,3, 6,0, 17.34, -26.2,   0.0,   0.0, 9,  6.69,   0.0,   0.0,   0.0, 9, 17.03
   0, 1, 3,3, 7,0, 17.14, -26.1,   0.0,   0.0, 9,  6.69,   0.0,   0.0,   0.0, 9, 16.85
   0, 1, 3,3, 8,0, 17.71, -17.1,   0.0,   0.0, 9,  6.83,   2.8,   0.0,   0.0, 9, 17.83
   0, 1, 3,3, 9,0, 22.00,  -5.1, -37.0, -70.4,10,  6.66,   5.6,   8.5,  -6.2,10, 20.42
   0, 1, 3,3,10,0, 22.00,   0.1, -14.9, -46.8,10,  6.66,   5.6,   6.0,  -8.3,10, 21.34
   0, 1, 3,3,11,0, 22.00,   4.7,  -8.7, -39.0,10,  6.66,   5.6,   5.6,  -8.2,10, 21.70
   0, 1, 3,3,12,0, 22.00,   5.1,  -6.7, -35.9,10,  6.66,   4.5,   4.5,  -8.1,10, 21.72
   0, 1, 3,3,13,0, 22.00,   3.4,  -6.9, -36.2,10,  6.66,   4.5,   4.5,  -6.5,10, 21.57
   0, 1, 3,3,14,0, 22.00,   1.6,  -7.5, -36.7,10,  6.66,   5.6,   5.6,  -4.1,10, 21.43
   0, 1, 3,3,15,0, 22.00,  -0.8,  -8.7, -37.5,10,  6.66,   5.6,   5.6,  -3.1,10, 21.25
   0, 1, 3,3,16,0, 22.00,  -1.9,  -8.7, -37.0,10,  6.66,   5.6,   5.6,  -2.0,10, 21.21
   0, 1, 3,3,17,0, 22.00,  -3.5,  -9.4, -37.5,10,  6.66,   5.6,   5.6,  -1.2,10, 21.12
   0, 1, 3,3,18,0, 22.00,  -5.6, -10.6, -39.0,10,  6.66,   4.2,   4.2,  -2.8,10, 20.97
   0, 1, 3,3,19,0, 22.00,  -8.8, -13.1, -41.5,10,  6.66,   2.2,   2.2,  -5.1,10, 20.72
   0, 1, 3,3,20,0, 22.00, -11.4, -15.0, -43.3,10,  6.66,   1.4,   1.4,  -6.0,10, 20.51
   0, 1, 3,3,21,0, 22.00, -13.0, -16.0, -44.3,10,  6.66,   1.1,   1.1,  -6.1,10, 20.41
   0, 1, 3,3,22,0, 20.43, -15.8,   0.0,   0.0, 9,  6.69,   0.6,   0.0,   0.0, 9, 19.66
   0, 1, 3,3,23,0, 19.73, -18.0,   0.0,   0.0, 9,  6.69,   0.0,   0.0,   0.0, 9, 19.08
   0, 1, 3,3,24,0, 19.40, -18.5,   0.0,   0.0, 9,  6.69,   0.0,   0.0,   0.0, 9, 18.89
   0, 1, 4,3, 1,0, 19.18, -18.7,   0.0,   0.0, 9,  6.69,   0.0,   0.0,   0.0, 9, 18.78
   0, 1, 4,3, 2,0, 18.98, -19.1,   0.0,   0.0, 9,  6.69,   0.0,   0.0,   0.0, 9, 18.64
   0, 1, 4,3, 3,0, 18.81, -19.3,   0.0,   0.0, 9,  6.69,   0.0,   0.0,   0.0, 9, 18.51
   0, 1, 4,3, 4,0, 18.64, -19.5,   0.0,   0.0, 9,  6.69,   0.0,   0.0,   0.0, 9, 18.39
   0, 1, 4,3, 5,0, 18.46, -19.9,   0.0,   0.0, 9,  6.69,   0.0,   0.0,   0.0, 9, 18.22
   0, 1, 4,3, 6,0, 18.30, -20.0,   0.0,   0.0, 9,  6.69,   0.0,   0.0,   0.0, 9, 18.08
   0, 1, 4,3, 7,0, 18.17, -19.7,   0.0,   0.0, 9,  6.69,   0.0,   0.0,   0.0, 9, 17.98
   0, 1, 4,3, 8,0, 18.80, -10.8,   0.0,   0.0, 9,  6.83,   2.8,   0.0,   0.0, 9, 19.00
   0, 1, 4,3, 9,0, 22.00,   0.7, -24.2, -49.6,10,  6.66,   5.6,   8.5,   5.3,10, 21.22
   0, 1, 4,3,10,0, 22.00,   5.5,  -6.7, -31.2,10,  6.66,   5.6,   6.0,   3.6,10, 21.99
   0, 1, 4,3,11,0, 22.00,   9.5,  -1.2, -24.9,10,  6.66,   5.6,   5.6,   3.9,10, 22.33
   0, 1, 4,3,12,0, 22.00,  10.3,   0.9, -22.1,10,  6.66,   4.5,   4.5,   3.0,10, 22.39
   0, 1, 4,3,13,0, 22.00,  11.3,   3.1, -19.3,10,  6.66,   4.5,   4.5,   2.9,10, 22.52
   0, 1, 4,3,14,0, 22.00,  12.6,   5.5, -16.3,10,  6.66,   5.6,   5.6,   4.1,10, 22.69
   0, 1, 4,3,15,0, 22.00,  10.6,   4.4, -16.7,10,  6.66,   5.6,   5.6,   4.1,10, 22.54
   0, 1, 4,3,16,0, 22.00,   8.0,   2.7, -17.9,10,  6.66,   5.6,   5.6,   3.6,10, 22.34
   0, 1, 4,3,17,0, 22.00,   4.1,  -0.4, -21.0,10,  6.66,   5.6,   5.6,   2.4,10, 22.01
   0, 1, 4,3,18,0, 22.00,   0.3,  -3.5, -24.4,10,  6.66,   4.2,   4.2,  -1.1,10, 21.68
   0, 1, 4,3,19,0, 22.00,  -3.5,  -6.6, -28.2,10,  6.66,   2.2,   2.2,  -5.1,10, 21.36
   0, 1, 4,3,20,0, 22.00,  -6.8,  -9.4, -31.9,10,  6.66,   1.4,   1.4,  -8.1,10, 21.07
   0, 1, 4,3,21,0, 22.00,  -9.2, -11.2, -35.1,10,  6.66,   1.1,   1.1, -10.5,10, 20.88
   0, 1, 4,3,22,0, 20.73, -13.2,   0.0,   0.0, 9,  6.69,   0.6,   0.0,   0.0, 9, 20.10
   0, 1, 4,3,23,0, 20.09, -15.8,   0.0,   0.0, 9,  6.69,   0.0,   0.0,   0.0, 9, 19.53
   0, 1, 4,3,24,0, 19.73, -16.9,   0.0,   0.0, 9,  6.69,   0.0,   0.0,   0.0, 9, 19.26
   0, 1, 5,3, 1,0, 19.47, -17.7,   0.0,   0.0, 9,  6.69,   0.0,   0.0,   0.0, 9, 19.07
   0, 1, 5,3, 2,0, 19.28, -17.9,   0.0,   0.0, 9,  6.69,   0.0,   0.0,   0.0, 9, 18.96
   0, 1, 5,3, 3,0, 19.06, -18.8,   0.0,   0.0, 9,  6.69,   0.0,   0.0,   0.0, 9, 18.75
   0, 1, 5,3, 4,0, 18.85, -19.3,   0.0,   0.0, 9,  6.69,   0.0,   0.0,   0.0, 9, 18.58
   0, 1, 5,3, 5,0, 18.70, -19.2,   0.0,   0.0, 9,  6.69,   0.0,   0.0,   0.0, 9, 18.46
   0, 1, 5,3, 6,0, 18.50, -19.8,   0.0,   0.0, 9,  6.69,   0.0,   0.0,   0.0, 9, 18.26
   0, 1, 5,3, 7,0, 18.27, -20.7,   0.0,   0.0, 9,  6.69,   0.0,   0.0,   0.0, 9, 18.02
   0, 1, 5,3, 8,0, 19.53,  -4.0,   0.0,   0.0, 9,  6.83,   2.8,   0.0,   0.0, 9, 20.02
   0, 1, 5,3, 9,0, 22.00,  16.9,  -3.7, -31.9,10,  6.66,   5.6,   8.5,  -5.8,10, 23.01
   0, 1, 5,3,10,0, 22.00,  37.6,  27.0,  -0.1,10,  6.66,   5.6,   6.0,  -9.2,10, 25.30
   0, 1, 5,3,11,0, 22.00,  77.8,  68.5,  43.0,10,  6.66,   5.6,   5.6, -10.1,10, 29.26
   0, 1, 5,3,12,0, 22.00,  72.2,  64.0,  39.7,10,  6.66,   4.5,   4.5, -11.5,10, 28.69
   0, 1, 5,3,13,0, 22.00,  49.3,  42.3,  18.2,10,  6.66,   4.5,   4.5, -11.7,10, 26.42
   0, 1, 5,3,14,0, 22.00,  67.5,  61.4,  36.8,10,  6.66,   5.6,   5.6, -10.6,10, 28.28
   0, 1, 5,3,15,0, 22.00,  83.1,  77.8,  53.0,10,  6.66,   5.6,   5.6, -10.6,10, 29.89
   0, 1, 5,3,16,0, 22.00,  70.6,  66.2,  41.1,10,  6.66,   5.6,   5.6, -11.4,10, 28.70
   0, 1, 5,3,17,0, 22.00,  29.1,  25.4,  -1.0,10,  6.66,   5.6,   5.6, -11.8,10, 24.58
   0, 1, 5,3,18,0, 22.00,  -1.3,  -4.4, -32.2,10,  6.66,   4.2,   4.2, -13.5,10, 21.59
   0, 1, 5,3,19,0, 22.00,  -8.7, -11.3, -40.5,10,  6.66,   2.2,   2.2, -15.0,10, 20.89
   0, 1, 5,3,20,0, 22.00, -12.2, -14.2, -44.2,10,  6.66,   1.4,   1.4, -15.2,10, 20.59
   0, 1, 5,3,21,0, 22.00, -14.6, -16.2, -47.2,10,  6.66,   1.1,   1.1, -15.1,10, 20.39
   0, 1, 5,3,22,0, 20.32, -18.4,   0.0,   0.0, 9,  6.69,   0.6,   0.0,   0.0, 9, 19.49
   0, 1, 5,3,23,0, 19.49, -21.5,   0.0,   0.0, 9,  6.69,   0.0,   0.0,   0.0, 9, 18.76
   0, 1, 5,3,24,0, 19.01, -22.9,   0.0,   0.0, 9,  6.69,   0.0,   0.0,   0.0, 9, 18.39
   0, 1, 6,3, 1,0, 18.68, -23.7,   0.0,   0.0, 9,  6.69,   0.0,   0.0,   0.0, 9, 18.16
   0, 1, 6,3, 2,0, 18.39, -24.4,   0.0,   0.0, 9,  6.69,   0.0,   0.0,   0.0, 9, 17.94
   0, 1, 6,3, 3,0, 18.15, -24.7,   0.0,   0.0, 9,  6.69,   0.0,   0.0,   0.0, 9, 17.76
   0, 1, 6,3, 4,0, 17.93, -24.7,   0.0,   0.0, 9,  6.69,   0.0,   0.0,   0.0, 9, 17.59
   0, 1, 6,3, 5,0, 17.70, -25.1,   0.0,   0.0, 9,  6.69,   0.0,   0.0,   0.0, 9, 17.39
   0, 1, 6,3, 6,0, 17.43, -25.9,   0.0,   0.0, 9,  6.69,   0.0,   0.0,   0.0, 9, 17.12
   0, 1, 6,3, 7,0, 17.14, -26.7,   0.0,   0.0, 9,  6.69,   0.0,   0.0,   0.0, 9, 16.83
   0, 1, 6,3, 8,0, 19.73,   6.0,   0.0,   0.0, 9,  6.83,   2.8,   0.0,   0.0, 9, 20.84
   0, 1, 6,3, 9,0, 22.00,  62.2,  38.9,   5.9,10,  6.66,   5.6,   8.5,  -8.3,10, 27.42
   0, 1, 6,3,10,0, 22.00, 102.4,  88.8,  58.4,10,  6.66,   5.6,   6.0, -11.5,10, 31.61
   0, 1, 6,3,11,0, 22.00, 115.5, 103.5,  75.0,10,  6.66,   5.6,   5.6, -12.0,10, 32.86
   0, 1, 6,3,12,0, 22.00, 120.1, 109.6,  82.4,10,  6.66,   4.5,   4.5, -13.0,10, 33.32
   0, 1, 6,3,13,0, 22.00, 137.7, 128.4, 101.8,10,  6.66,   4.5,   4.5, -13.4,10, 35.10
   0, 1, 6,3,14,0, 22.00, 119.8, 111.8,  85.3,10,  6.66,   5.6,   5.6, -12.7,10, 33.36
   0, 1, 6,3,15,0, 22.00,  98.8,  91.7,  65.4,10,  6.66,   5.6,   5.6, -12.9,10, 31.30
   0, 1, 6,3,16,0, 22.00,  83.1,  77.0,  50.2,10,  6.66,   5.6,   5.6, -13.1,10, 29.79
   0, 1, 6,3,17,0, 22.00,  32.1,  26.9,  -1.1,10,  6.66,   5.6,   5.6, -13.1,10, 24.74
   0, 1, 6,3,18,0, 22.00,  -2.2,  -6.6, -36.1,10,  6.66,   4.2,   4.2, -13.9,10, 21.37
   0, 1, 6,3,19,0, 22.00,  -9.5, -13.3, -44.0,10,  6.66,   2.2,   2.2, -15.2,10, 20.69
   0, 1, 6,3,20,0, 22.00, -13.0, -16.1, -47.6,10,  6.66,   1.4,   1.4, -16.2,10, 20.40
   0, 1, 6,3,21,0, 22.00, -15.1, -17.6, -49.8,10,  6.66,   1.1,   1.1, -16.5,10, 20.24
   0, 1, 6,3,22,0, 20.22, -18.7,   0.0,   0.0, 9,  6.69,   0.6,   0.0,   0.0, 9, 19.35
   0, 1, 6,3,23,0, 19.40, -21.3,   0.0,   0.0, 9,  6.69,   0.0,   0.0,   0.0, 9, 18.65
   0, 1, 6,3,24,0, 18.96, -22.4,   0.0,   0.0, 9,  6.69,   0.0,   0.0,   0.0, 9, 18.35
   0, 1, 7,3, 1,0, 18.64, -23.2,   0.0,   0.0, 9,  6.69,   0.0,   0.0,   0.0, 9, 18.12
   0, 1, 7,3, 2,0, 18.36, -23.9,   0.0,   0.0, 9,  6.69,   0.0,   0.0,   0.0, 9, 17.91
   0, 1, 7,3, 3,0, 18.09, -24.5,   0.0,   0.0, 9,  6.69,   0.0,   0.0,   0.0, 9, 17.70
   0, 1, 7,3, 4,0, 17.85, -24.9,   0.0,   0.0, 9,  6.69,   0.0,   0.0,   0.0, 9, 17.49
   0, 1, 7,3, 5,0, 17.57, -25.7,   0.0,   0.0, 9,  6.69,   0.0,   0.0,   0.0, 9, 17.22
   0, 1, 7,3, 6,0, 17.27, -26.6,   0.0,   0.0, 9,  6.69,   0.0,   0.0,   0.0, 9, 16.93
   0, 1, 7,3, 7,0, 17.02, -26.9,   0.0,   0.0, 9,  6.69,   0.0,   0.0,   0.0, 9, 16.70
   0, 1, 7,3, 8,0, 17.75, -15.9,   0.0,   0.0, 9,  6.83,   2.8,   0.0,   0.0, 9, 17.93
   0, 1, 7,3, 9,0, 22.00,  -2.6, -34.7, -66.9,10,  6.66,   5.6,   8.5,  -6.6,10, 20.66
   0, 1, 7,3,10,0, 22.00,  24.3,   8.8, -18.8,10,  6.66,   5.6,   6.0,  -8.3,10, 23.73
   0, 1, 7,3,11,0, 22.00,  32.5,  18.9,  -5.5,10,  6.66,   5.6,   5.6,  -7.8,10, 24.47
   0, 1, 7,3,12,0, 22.00,  12.2,   0.1, -23.8,10,  6.66,   4.5,   4.5,  -8.3,10, 22.41
   0, 1, 7,3,13,0, 22.00,  11.0,   0.4, -22.1,10,  6.66,   4.5,   4.5,  -7.5,10, 22.31
   0, 1, 7,3,14,0, 22.00,  13.1,   3.8, -17.4,10,  6.66,   5.6,   5.6,  -5.8,10, 22.57
   0, 1, 7,3,15,0, 22.00,  11.1,   3.0, -18.6,10,  6.66,   5.6,   5.6,  -5.6,10, 22.43
   0, 1, 7,3,16,0, 22.00,   7.6,   0.6, -21.2,10,  6.66,   5.6,   5.6,  -5.4,10, 22.14
   0, 1, 7,3,17,0, 22.00,   2.7,  -3.4, -25.2,10,  6.66,   5.6,   5.6,  -4.7,10, 21.72
   0, 1, 7,3,18,0, 22.00,  -1.3,  -6.5, -28.6,10,  6.66,   4.2,   4.2,  -5.7,10, 21.39
   0, 1, 7,3,19,0, 22.00,  -4.9,  -9.3, -31.9,10,  6.66,   2.2,   2.2,  -7.7,10, 21.09
   0, 1, 7,3,20,0, 22.00,  -8.0, -11.8, -35.0,10,  6.66,   1.4,   1.4,  -8.3,10, 20.84
   0, 1, 7,3,21,0, 22.00, -10.1, -13.2, -37.2,10,  6.66,   1.1,   1.1,  -8.4,10, 20.69
   0, 1, 7,3,22,0, 20.63, -13.5,   0.0,   0.0, 9,  6.69,   0.6,   0.0,   0.0, 9, 19.95
   0, 1, 7,3,23,0, 19.98, -15.8,   0.0,   0.0, 9,  6.69,   0.0,   0.0,   0.0, 9, 19.39
   0, 1, 7,3,24,0, 19.63, -16.8,   0.0,   0.0, 9,  6.69,   0.0,   0.0,   0.0, 9, 19.16
   0, 1, 8,3, 1,0, 19.33, -18.2,   0.0,   0.0, 9,  6.69,   0.0,   0.0,   0.0, 9, 18.90
   0, 1, 8,3, 2,0, 19.04, -19.4,   0.0,   0.0, 9,  6.69,   0.0,   0.0,   0.0, 9, 18.65
   0, 1, 8,3, 3,0, 18.80, -20.0,   0.0,   0.0, 9,  6.69,   0.0,   0.0,   0.0, 9, 18.45
   0, 1, 8,3, 4,0, 18.53, -21.2,   0.0,   0.0, 9,  6.69,   0.0,   0.0,   0.0, 9, 18.19
   0, 1, 8,3, 5,0, 18.23, -22.4,   0.0,   0.0, 9,  6.69,   0.0,   0.0,   0.0, 9, 17.90
   0, 1, 8,3, 6,0, 17.95, -23.3,   0.0,   0.0, 9,  6.69,   0.0,   0.0,   0.0, 9, 17.62
   0, 1, 8,3, 7,0, 17.69, -23.9,   0.0,   0.0, 9,  6.69,   0.0,   0.0,   0.0, 9, 17.38
   0, 1, 8,3, 8,0, 19.83,   3.3,   0.0,   0.0, 9,  6.83,   2.8,   0.0,   0.0, 9, 20.72
   0, 1, 8,3, 9,0, 22.00,  56.8,  35.7,   5.8,10,  6.66,   5.6,   8.5,  -1.8,10, 26.96
   0, 1, 8,3,10,0, 22.00, 100.5,  88.6,  61.5,10,  6.66,   5.6,   6.0,  -3.5,10, 31.51
   0, 1, 8,3,11,0, 22.00, 129.1, 118.6,  94.6,10,  6.66,   5.6,   5.6,  -3.2,10, 34.32
   0, 1, 8,3,12,0, 22.00, 142.3, 133.2, 112.4,10,  6.66,   4.5,   4.5,  -3.5,10, 35.64
   0, 1, 8,3,13,0, 22.00, 145.9, 137.8, 119.4,10,  6.66,   4.5,   4.5,  -2.9,10, 36.02
   0, 1, 8,3,14,0, 22.00, 140.6, 133.6, 116.5,10,  6.66,   5.6,   5.6,  -1.8,10, 35.54
   0, 1, 8,3,15,0, 22.00, 104.2,  98.2,  81.6,10,  6.66,   5.6,   5.6,  -1.8,10, 31.94
   0, 1, 8,3,16,0, 22.00,  68.7,  63.5,  46.8,10,  6.66,   5.6,   5.6,  -1.0,10, 28.43
   0, 1, 8,3,17,0, 22.00,  35.7,  31.3,  13.8,10,  6.66,   5.6,   5.6,  -0.1,10, 25.18
   0, 1, 8,3,18,0, 22.00,   4.4,   0.7, -18.6,10,  6.66,   4.2,   4.2,  -1.7,10, 22.10
   0, 1, 8,3,19,0, 22.00,  -2.3,  -5.4, -26.8,10,  6.66,   2.2,   2.2,  -4.1,10, 21.48
   0, 1, 8,3,20,0, 22.00,  -6.0,  -8.5, -31.3,10,  6.66,   1.4,   1.4,  -5.1,10, 21.16
   0, 1, 8,3,21,0, 22.00,  -8.3, -10.3, -34.1,10,  6.66,   1.1,   1.1,  -5.8,10, 20.97
   0, 1, 8,3,22,0, 20.82, -12.2,   0.0,   0.0, 9,  6.69,   0.6,   0.0,   0.0, 9, 20.24
   0, 1, 8,3,23,0, 20.15, -15.5,   0.0,   0.0, 9,  6.69,   0.0,   0.0,   0.0, 9, 19.59
   0, 1, 8,3,24,0, 19.75, -17.1,   0.0,   0.0, 9,  6.69,   0.0,   0.0,   0.0, 9, 19.26
   0, 1, 9,3, 1,0, 19.43, -18.4,   0.0,   0.0, 9,  6.69,   0.0,   0.0,   0.0, 9, 19.00
   0, 1, 9,3, 2,0, 19.16, -19.4,   0.0,   0.0, 9,  6.69,   0.0,   0.0,   0.0, 9, 18.78
   0, 1, 9,3, 3,0, 18.93, -19.9,   0.0,   0.0, 9,  6.69,   0.0,   0.0,   0.0, 9, 18.59
   0, 1, 9,3, 4,0, 18.72, -20.3,   0.0,   0.0, 9,  6.69,   0.0,   0.0,   0.0, 9, 18.42
   0, 1, 9,3, 5,0, 18.48, -21.1,   0.0,   0.0, 9,  6.69,   0.0,   0.0,   0.0, 9, 18.19
   0, 1, 9,3, 6,0, 18.24, -21.8,   0.0,   0.0, 9,  6.69,   0.0,   0.0,   0.0, 9, 17.96
   0, 1, 9,3, 7,0, 18.03, -22.1,   0.0,   0.0, 9,  6.69,   0.0,   0.0,   0.0, 9, 17.77
   0, 1, 9,3, 8,0, 18.98,  -9.0,   0.0,   0.0, 9,  6.83,   2.8,   0.0,   0.0, 9, 19.30
   0, 1, 9,3, 9,0, 22.00,   9.4, -14.0, -42.4,10,  6.66,   5.6,   8.5,   0.3,10, 22.18
   0, 1, 9,3,10,0, 22.00,  44.5,  33.1,   6.9,10,  6.66,   5.6,   6.0,  -1.4,10, 25.96
   0, 1, 9,3,11,0, 22.00,  95.2,  85.2,  62.4,10,  6.66,   5.6,   5.6,  -0.7,10, 30.98
   0, 1, 9,3,12,0, 22.00, 126.5, 117.7,  98.5,10,  6.66,   4.5,   4.5,  -0.4,10, 34.10
   0, 1, 9,3,13,0, 22.00, 110.8, 103.2,  87.4,10,  6.66,   4.5,   4.5,   1.1,10, 32.55
   0, 1, 9,3,14,0, 22.00, 106.8, 100.2,  87.5,10,  6.66,   5.6,   5.6,   2.0,10, 32.19
   0, 1, 9,3,15,0, 22.00, 111.7, 106.0,  94.5,10,  6.66,   5.6,   5.6,  -0.3,10, 32.73
   0, 1, 9,3,16,0, 22.00,  70.2,  65.3,  53.2,10,  6.66,   5.6,   5.6,  -1.8,10, 28.61
   0, 1, 9,3,17,0, 22.00,  29.6,  25.5,  12.6,10,  6.66,   5.6,   5.6,  -1.8,10, 24.60
   0, 1, 9,3,18,0, 22.00,   9.1,   5.6,  -8.0,10,  6.66,   4.2,   4.2,  -3.6,10, 22.59
   0, 1, 9,3,19,0, 22.00,   1.8,  -1.1, -16.2,10,  6.66,   2.2,   2.2,  -6.0,10, 21.91
