1.9168e+006,5.0697e+006
4.8434e+006,6.3371e+006
9.2503e+005,1.1763e+006
2.7546e+006,3.3629e+006
1.8802e+006,1.0486e+006
3.9631e+005,3.9631e+005
0,0
1.08e+007,1.2321e+007
2.3939e+006,2.3939e+006
1.3194e+007,1.4715e+007
