B1F,書庫,Office,更衣室,22.1,送風機,FE-ST2-BF,Exist,210,0.05,,,,,2.2624,4.5, , , ,1,3133,2038.5387,3040.9901,0.67035
B1F,更衣室,Office,更衣室,12,送風機,FE-LC-BF,Exist,130,0.025,,,,,2.0833,4.5, , , ,1,3133,1019.2693,1651.2163,0.61728
B1F,受水槽室,Office,機械室,91.2,送風機,FS-MR-BF,Supply,3110,1.5,,,,,16.4474,9,有, , ,0.95,8760,44934.8624,70176.4301,0.64031
B1F,機械室,Office,機械室,238.5,送風機,FS-MR-BF,Supply,3110,1.5,,,,,6.2893,9,有, , ,0.95,8760,117510.5776,183520.5984,0.64031
B1F,発電機室,Office,電気室,70.2,送風機,FS-GE-BF,Supply,1650,0.75,,,,,10.6838,18,有, ,温度制御,0.665,8760,56855.904,108034.7674,0.52627
B1F,電気室,Office,電気室,79.8,送風機,FS-ER-BF,Supply,2190,0.75,,,,,9.3985,18,有, ,温度制御,0.665,8760,56855.904,122808.7526,1.7113
,,,,,冷房,ACP-ER-BF-1,,,,15,3.3,0.59,0,22.4692,,,,,,,153300.6481,,
B1F,MDF室,Office,電気室,21.8,送風機,FS-MDF-BF,Exist,650,0.4,,,,,18.3486,18, , ,温度制御,0.7,8760,31919.104,33549.2582,1.5897
,,,,,冷房,ACP-MDF-BF,,,,2.2,3.1,0.07,0,11.4889,,,,,,,21413.5139,,
B1F,倉庫1,Office,更衣室,16.2,送風機,FE-ST1-BF,Exist,1680,0.4,,,,,24.6914,4.5, , , ,1,3133,4302.8438,2229.142,1.9303
B1F,倉庫2,Office,更衣室,45.2,送風機,FE-ST1-BF,Exist,1680,0.4,,,,,8.8496,4.5, , , ,1,3133,12005.4655,6219.5815,1.9303
B1F,便所,Office,便所,7.8,送風機,FE-WC-BF,Exist,170,0.05,,,,,6.4103,13.5, , , ,1,3133,2038.5387,3219.8718,0.63311
B1F,湯沸コーナー,Office,湯沸室等,7.7,送風機,FE-SW-BF,Exist,100,0.025,,,,,3.2468,4.5, , , ,1,2000,311.1884,676.368,0.46009
B1F,シャワー室,Office,湯沸室等,8.4,送風機,FE-SW-BF,Exist,100,0.025,,,,,2.9762,4.5, , , ,1,2000,339.4783,737.856,0.46009
B1F,消火ポンプ室,Office,機械室,15,送風機,FS-FP-BF,Supply,430,0.1,,,,,6.6667,9, , , ,1,8760,11399.68,11542.176,0.98765
B1F,倉庫3,Office,更衣室,9.4,送風機,FE-ST3-BF,Exist,190,0.05,,,,,5.3191,4.5, , , ,1,3133,2038.5387,1293.4528,1.576
1F,男子便所,Office,便所,16.2,送風機,FE-WC1-1F,Exist,580,0.1,,,,,6.1728,13.5, , , ,1,3133,4077.0773,6687.4261,0.60966
1F,女子便所,Office,便所,16.2,送風機,FE-WC2-1F,Exist,680,0.125,,,,,7.716,13.5, , , ,1,3133,4087.1691,6687.4261,0.61117
1F,多目的便所,Office,便所,4,送風機,FE-WC2-1F,Exist,680,0.125,,,,,31.25,13.5, , , ,1,3133,1009.1776,1651.2163,0.61117
1F,湯沸コーナー,Office,湯沸室等,7,送風機,FE-HW-1F,Exist,60,0.025,,,,,3.5714,4.5, , , ,1,2000,650.6667,614.88,1.0582
1F,倉庫2,Office,更衣室,6.6,送風機,FE-ST-1F,Exist,60,0.025,,,,,3.7879,4.5, , , ,1,3133,1019.2693,908.169,1.1223
2F,男子便所,Office,便所,16.2,送風機,FE-WC1-2F,Exist,580,0.1,,,,,6.1728,13.5, , , ,1,3133,4077.0773,6687.4261,0.60966
2F,女子便所,Office,便所,16.2,送風機,FE-WC2-2F,Exist,680,0.125,,,,,7.716,13.5, , , ,1,3133,4087.1691,6687.4261,0.61117
2F,多目的便所,Office,便所,4,送風機,FE-WC2-2F,Exist,680,0.125,,,,,31.25,13.5, , , ,1,3133,1009.1776,1651.2163,0.61117
2F,湯沸コーナー,Office,湯沸室等,7,送風機,FE-HW-2F,Exist,60,0.025,,,,,3.5714,4.5, , , ,1,2000,650.6667,614.88,1.0582
2F,倉庫2,Office,更衣室,6.6,送風機,FE-ST-2F,Exist,60,0.025,,,,,3.7879,4.5, , , ,1,3133,1019.2693,908.169,1.1223
3F,男子便所,Office,便所,16.2,送風機,FE-WC1-3F,Exist,580,0.1,,,,,6.1728,13.5, , , ,1,3133,4077.0773,6687.4261,0.60966
3F,女子便所,Office,便所,16.2,送風機,FE-WC2-3F,Exist,680,0.125,,,,,7.716,13.5, , , ,1,3133,4087.1691,6687.4261,0.61117
3F,多目的便所,Office,便所,4,送風機,FE-WC2-3F,Exist,680,0.125,,,,,31.25,13.5, , , ,1,3133,1009.1776,1651.2163,0.61117
3F,湯沸コーナー,Office,湯沸室等,7,送風機,FE-HW-3F,Exist,60,0.025,,,,,3.5714,4.5, , , ,1,2000,650.6667,614.88,1.0582
3F,倉庫2,Office,更衣室,6.6,送風機,FE-ST-3F,Exist,60,0.025,,,,,3.7879,4.5, , , ,1,3133,1019.2693,908.169,1.1223
4F,男子便所,Office,便所,16.2,送風機,FE-WC1-4F,Exist,580,0.1,,,,,6.1728,13.5, , , ,1,3133,4077.0773,6687.4261,0.60966
4F,女子便所,Office,便所,16.2,送風機,FE-WC2-4F,Exist,680,0.125,,,,,7.716,13.5, , , ,1,3133,4087.1691,6687.4261,0.61117
4F,多目的便所,Office,便所,4,送風機,FE-WC2-4F,Exist,680,0.125,,,,,31.25,13.5, , , ,1,3133,1009.1776,1651.2163,0.61117
4F,湯沸コーナー,Office,湯沸室等,7,送風機,FE-HW-4F,Exist,60,0.025,,,,,3.5714,4.5, , , ,1,2000,650.6667,614.88,1.0582
4F,倉庫2,Office,更衣室,6.6,送風機,FE-ST-4F,Exist,60,0.025,,,,,3.7879,4.5, , , ,1,3133,1019.2693,908.169,1.1223
5F,男子便所,Office,便所,16.2,送風機,FE-WC1-5F,Exist,580,0.1,,,,,6.1728,13.5, , , ,1,3133,4077.0773,6687.4261,0.60966
5F,女子便所,Office,便所,16.2,送風機,FE-WC2-5F,Exist,680,0.125,,,,,7.716,13.5, , , ,1,3133,4087.1691,6687.4261,0.61117
5F,多目的便所,Office,便所,4,送風機,FE-WC2-5F,Exist,680,0.125,,,,,31.25,13.5, , , ,1,3133,1009.1776,1651.2163,0.61117
5F,湯沸コーナー,Office,湯沸室等,7,送風機,FE-HW-5F,Exist,60,0.025,,,,,3.5714,4.5, , , ,1,2000,650.6667,614.88,1.0582
5F,倉庫2,Office,更衣室,6.6,送風機,FE-ST-5F,Exist,60,0.025,,,,,3.7879,4.5, , , ,1,3133,1019.2693,908.169,1.1223
6F,男子便所,Office,便所,16.2,送風機,FE-WC1-6F,Exist,580,0.1,,,,,6.1728,13.5, , , ,1,3133,4077.0773,6687.4261,0.60966
6F,女子便所,Office,便所,16.2,送風機,FE-WC2-6F,Exist,680,0.125,,,,,7.716,13.5, , , ,1,3133,4087.1691,6687.4261,0.61117
6F,多目的便所,Office,便所,4,送風機,FE-WC2-6F,Exist,680,0.125,,,,,31.25,13.5, , , ,1,3133,1009.1776,1651.2163,0.61117
6F,湯沸コーナー,Office,湯沸室等,7,送風機,FE-HW-6F,Exist,60,0.025,,,,,3.5714,4.5, , , ,1,2000,650.6667,614.88,1.0582
6F,倉庫2,Office,更衣室,6.6,送風機,FE-ST-6F,Exist,60,0.025,,,,,3.7879,4.5, , , ,1,3133,1019.2693,908.169,1.1223
7F,男子便所,Office,便所,16.2,送風機,FE-WC1-7F,Exist,580,0.1,,,,,6.1728,13.5, , , ,1,3133,4077.0773,6687.4261,0.60966
7F,女子便所,Office,便所,16.2,送風機,FE-WC2-7F,Exist,680,0.125,,,,,7.716,13.5, , , ,1,3133,4087.1691,6687.4261,0.61117
7F,多目的便所,Office,便所,4,送風機,FE-WC2-7F,Exist,680,0.125,,,,,31.25,13.5, , , ,1,3133,1009.1776,1651.2163,0.61117
7F,湯沸コーナー,Office,湯沸室等,7,送風機,FE-HW-7F,Exist,60,0.025,,,,,3.5714,4.5, , , ,1,2000,650.6667,614.88,1.0582
7F,倉庫2,Office,更衣室,6.6,送風機,FE-ST-7F,Exist,60,0.025,,,,,3.7879,4.5, , , ,1,3133,1019.2693,908.169,1.1223
8F,男子便所,Office,便所,16.2,送風機,FE-WC1-8F,Exist,580,0.1,,,,,6.1728,13.5, , , ,1,3133,4077.0773,6687.4261,0.60966
8F,女子便所,Office,便所,16.2,送風機,FE-WC2-8F,Exist,680,0.125,,,,,7.716,13.5, , , ,1,3133,4087.1691,6687.4261,0.61117
8F,多目的便所,Office,便所,4,送風機,FE-WC2-8F,Exist,680,0.125,,,,,31.25,13.5, , , ,1,3133,1009.1776,1651.2163,0.61117
8F,湯沸コーナー,Office,湯沸室等,7,送風機,FE-HW-8F,Exist,60,0.025,,,,,3.5714,4.5, , , ,1,2000,650.6667,614.88,1.0582
8F,倉庫2,Office,更衣室,6.6,送風機,FE-ST-8F,Exist,60,0.025,,,,,3.7879,4.5, , , ,1,3133,1019.2693,908.169,1.1223
9F,厨房,Office,厨房,102.6,送風機,OAC-KT-9F,Supply,11400,3.7,,,,,36.0624,180,有,有, ,0.9025,2000,86909.5467,360495.36,0.38443
,,,,,送風機,FE-KT-9F,Exist,11400,2.2,,,,,21.4425,,有,有, ,0.9025,,51675.9467,,
