３　照明,,,,,,,,,,,,,,,,,,,,,,,,
,,室の仕様,,,,,,,計画照明器具仕様,,,制御による補正係数,,,,,,,,,,,,
階数,室名,室用途,天井高,室の間口,室の奥行,面積,室指数,"照明器具
型式",照明器具表の記号,"消費
電力",台数,在室検知制御,,,,,タイムスケジュール制御,,初期照度補正制御,明るさ感知制御,,,,
,,,,,,,,,,,,廊下（減光）,廊下（点滅）,事務室(6.4m角),事務室(3.4m角),事務室(器具毎),,,,点滅制御,片側採光,,両側採光,
,,,,,,,間口・奥行,,,,,,,,,,減光,消灯,,,VB制御 有,VB制御 無,VB制御 有,VB制御 無
,,,,,,,の記載が,,,,,,,,,,,,,,,,,
,,,,,,,無い場合,,,,,,,,,,,,,,,,,
,,,[m],[m],[m],[㎡],に記入,,,[W/台],[台],,,,,,,,,,,,,
8F,多目的便所,トイレ,2.4,2,2,4,,流元灯(ｶﾊﾞｰ付）,,22,1,,,,,,,,,,,,,
8F,湯沸ｺｰﾅｰ,湯沸室等,2.4,2.2,3.2,7,,直付富士型,,48,1,,,,,,,,,,,,,
8F,湯沸ｺｰﾅｰ,湯沸室等,2.4,2.2,3.2,7,,流元灯(ｶﾊﾞｰ付）,,22,1,,,,,,,,,,,,,
8F,倉庫2,更衣室等,2.4,,,6.6,0.318269231,直付富士型,,95,1,,,,,,,,,,,,,
8F,機械室2,電気・機械室（標準）,4,3.6,7,25.2,,直付富士型,,48,2,,,,,,,,,,,,,
8F,階段室S,階段,4,3.2,7,22.4,,階段通路誘導灯,,48,2,,,,,,,,,,,,,
9F,9F食堂,食堂,2.6,,,520.4,4.835307782,埋込下面ルーバー,,94,134,,,,,,,,,,,,,
9F,9F食堂,食堂,2.6,,,520.4,11.28238482,埋込下面ルーバー,,47,40,,,,,,,,,,,,,
9F,厨房,厨房,2.6,,,102.6,2.726910299,埋込下面ルーバー,,94,26,,,,,,,,,,,,,
9F,廊下,廊下,2.4,,,88.6,0.734431262,ﾀﾞｳﾝﾗｲﾄ,,48,25,,,,,,,,,,,,,
9F,階段室Ｎ,階段,4,3.2,7,22.4,,階段通路誘導灯,,48,2,,,,,,,,,,,,,
9F,乗降ﾛﾋﾞｰ,ロビー,2.4,2.6,4.3,11.2,,階段通路誘導灯,,48,1,,,,,,,,,,,,,
9F,ＤＳ,電気・機械室（標準）,4,1,7,7,,直付富士型,,22,2,,,,,,,,,,,,,
9F,機械室1,電気・機械室（標準）,4,3.2,7,22.4,,直付富士型,,48,2,,,,,,,,,,,,,
9F,ＰＳ1,電気・機械室（標準）,4,1.2,2.8,3.4,,直付富士型,,22,1,,,,,,,,,,,,,
9F,男子便所,トイレ,2.4,2.8,5.8,16.2,,ﾀﾞｳﾝﾗｲﾄ,,48,6,,,,,,,,,,,,,
9F,男子便所,トイレ,2.4,2.8,5.8,16.2,,流元灯(ｶﾊﾞｰ付）,,22,1,,,,,,,,,,,,,
9F,EPS,電気・機械室（標準）,4,6.1,1,6.1,,直付富士型,,22,2,,,,,,,,,,,,,
9F,ｱﾗｰﾑ弁室,電気・機械室（標準）,4,1.9,1,1.9,,直付富士型,,22,1,,,,,,,,,,,,,
9F,9FEVﾎｰﾙ,ロビー,2.4,11,3.4,37.4,,ﾀﾞｳﾝﾗｲﾄ,,48,12,,,,,,,,,,,,,
9F,ＰＳ2,電気・機械室（標準）,4,1.2,2.8,3.4,,直付富士型,,22,1,,,,,,,,,,,,,
9F,女子便所,トイレ,2.4,2.8,5.8,16.2,,ﾀﾞｳﾝﾗｲﾄ,,48,6,,,,,,,,,,,,,
9F,女子便所,トイレ,2.4,2.8,5.8,16.2,,流元灯(ｶﾊﾞｰ付）,,22,1,,,,,,,,,,,,,
9F,多目的便所,トイレ,2.4,2,2,4,,ﾀﾞｳﾝﾗｲﾄ,,48,2,,,,,,,,,,,,,
9F,多目的便所,トイレ,2.4,2,2,4,,流元灯(ｶﾊﾞｰ付）,,22,1,,,,,,,,,,,,,
9F,湯沸ｺｰﾅｰ,湯沸室等,2.4,2.2,3.2,7,,直付富士型,,48,1,,,,,,,,,,,,,
9F,湯沸ｺｰﾅｰ,湯沸室等,2.4,2.2,3.2,7,,流元灯(ｶﾊﾞｰ付）,,22,1,,,,,,,,,,,,,
9F,倉庫2,更衣室等,2.4,,,6.6,0.318269231,直付富士型,,95,1,,,,,,,,,,,,,
9F,機械室2,電気・機械室（標準）,4,3.6,7,25.2,,直付富士型,,48,2,,,,,,,,,,,,,
9F,階段室S,階段,4,3.2,7,22.4,,階段通路誘導灯,,48,2,,,,,,,,,,,,,
PHF,EV機械室,電気・機械室（標準）,4,6,8,48,,反射笠付,,95,8,,,,,,,,,,,,,
