様式 2-4. (空調) 外皮仕様入力シート,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
①,①,外皮構成,,,,,,,
,,②,③,③,壁,,窓,,
階,空調ゾーン名,,,,④,⑤,⑥,⑦,⑧
,,方位,日除け効果係数（冷房）,日除け効果係数（暖房）,外壁名称,外皮面積 (窓含),窓名称,窓面積,ブラインドの有無
,,,[-],[-],,[㎡],,[㎡],
(転記),(転記),(選択),,,(転記),,(転記),,(選択)
,,,,,,,,,
3F,客室W07,北,,,W1,19,G1,2.52,有
3F,客室W08,北,,,W1,19,G1,2.52,有
3F,客室W09,北,,,W1,19,G1,2.52,有
3F,客室W10,北,,,W1,19,G1,2.52,有
3F,客室W11,南,,,W1,19,G1,2.52,有
,,西,,,W1,22.8,,,
3F,客室W12,南,,,W1,19,G1,2.52,有
3F,客室W13,南,,,W1,19,G1,2.52,有
3F,客室W14,南,,,W1,19,G1,2.52,有
3F,客室W15,南,,,W1,19,G1,2.52,有
3F,客室W16,南,,,W1,19,G1,2.52,有
3F,客室W17,南,,,W1,19,G1,2.52,有
3F,客室W18,南,,,W1,19,G1,2.52,有
3F,客室W19,南,,,W1,19,G1,2.52,有
3F,客室W20,南,,,W1,19,G1,2.52,有
4F,EVホール,北,,,W1,15.2,G1,2.52,無
4F,リネン室,南,,,W1,13.3,G1,1.62,無
4F,客室S01,北,,,W1,11.4,G1,2.52,有
4F,客室S02,北,,,W1,11.4,G1,2.52,有
4F,客室S03,北,,,W1,11.4,G1,2.52,有
4F,客室S04,北,,,W1,11.4,G1,2.52,有
4F,客室S05,北,,,W1,11.4,G1,2.52,有
4F,客室S06,北,,,W1,11.4,G1,2.52,有
4F,客室S07,北,,,W1,11.4,G1,2.52,有
4F,客室S08,北,,,W1,11.4,G1,2.52,有
4F,客室S09,北,,,W1,11.4,G1,2.52,有
4F,客室S10,北,,,W1,11.4,G1,2.52,有
4F,客室S11,北,,,W1,11.4,G1,2.52,有
4F,客室S12,北,,,W1,11.4,G1,2.52,有
,,東,,,W1,22.8,,,
4F,客室S13,南,,,W1,11.4,G1,2.52,有
4F,客室S14,南,,,W1,11.4,G1,2.52,有
4F,客室S15,南,,,W1,11.4,G1,2.52,有
4F,客室S16,南,,,W1,11.4,G1,2.52,有
4F,客室S17,南,,,W1,11.4,G1,2.52,有
4F,客室S18,南,,,W1,11.4,G1,2.52,有
4F,客室S19,南,,,W1,11.4,G1,2.52,有
4F,客室S20,南,,,W1,11.4,G1,2.52,有
4F,客室S21,南,,,W1,11.4,G1,2.52,有
4F,客室S22,南,,,W1,11.4,G1,2.52,有
4F,客室S23,南,,,W1,11.4,G1,2.52,有
4F,客室S24,南,,,W1,11.4,G1,2.52,有
,,東,,,W1,22.8,,,
4F,客室W01,北,,,W1,19,G1,2.52,有
,,西,,,W1,22.8,,,
4F,客室W02,北,,,W1,19,G1,2.52,有
4F,客室W03,北,,,W1,19,G1,2.52,有
4F,客室W04,北,,,W1,19,G1,2.52,有
4F,客室W05,北,,,W1,19,G1,2.52,有
4F,客室W06,北,,,W1,19,G1,2.52,有
4F,客室W07,北,,,W1,19,G1,2.52,有
4F,客室W08,北,,,W1,19,G1,2.52,有
4F,客室W09,北,,,W1,19,G1,2.52,有
4F,客室W10,北,,,W1,19,G1,2.52,有
4F,客室W11,南,,,W1,19,G1,2.52,有
,,西,,,W1,22.8,,,
4F,客室W12,南,,,W1,19,G1,2.52,有
4F,客室W13,南,,,W1,19,G1,2.52,有
4F,客室W14,南,,,W1,19,G1,2.52,有
4F,客室W15,南,,,W1,19,G1,2.52,有
4F,客室W16,南,,,W1,19,G1,2.52,有
4F,客室W17,南,,,W1,19,G1,2.52,有
4F,客室W18,南,,,W1,19,G1,2.52,有
4F,客室W19,南,,,W1,19,G1,2.52,有
4F,客室W20,南,,,W1,19,G1,2.52,有
5F,EVホール,北,,,W1,15.2,G1,2.52,無
5F,リネン室,南,,,W1,13.3,G1,1.62,無
5F,客室S01,北,,,W1,11.4,G1,2.52,有
5F,客室S02,北,,,W1,11.4,G1,2.52,有
5F,客室S03,北,,,W1,11.4,G1,2.52,有
5F,客室S04,北,,,W1,11.4,G1,2.52,有
5F,客室S05,北,,,W1,11.4,G1,2.52,有
5F,客室S06,北,,,W1,11.4,G1,2.52,有
5F,客室S07,北,,,W1,11.4,G1,2.52,有
5F,客室S08,北,,,W1,11.4,G1,2.52,有
5F,客室S09,北,,,W1,11.4,G1,2.52,有
5F,客室S10,北,,,W1,11.4,G1,2.52,有
5F,客室S11,北,,,W1,11.4,G1,2.52,有
5F,客室S12,北,,,W1,11.4,G1,2.52,有
,,東,,,W1,22.8,,,
5F,客室S13,南,,,W1,11.4,G1,2.52,有
5F,客室S14,南,,,W1,11.4,G1,2.52,有
5F,客室S15,南,,,W1,11.4,G1,2.52,有
5F,客室S16,南,,,W1,11.4,G1,2.52,有
5F,客室S17,南,,,W1,11.4,G1,2.52,有
5F,客室S18,南,,,W1,11.4,G1,2.52,有
5F,客室S19,南,,,W1,11.4,G1,2.52,有
5F,客室S20,南,,,W1,11.4,G1,2.52,有
5F,客室S21,南,,,W1,11.4,G1,2.52,有
5F,客室S22,南,,,W1,11.4,G1,2.52,有
5F,客室S23,南,,,W1,11.4,G1,2.52,有
5F,客室S24,南,,,W1,11.4,G1,2.52,有
,,東,,,W1,22.8,,,
5F,客室W01,北,,,W1,19,G1,2.52,有
,,西,,,W1,22.8,,,
5F,客室W02,北,,,W1,19,G1,2.52,有
5F,客室W03,北,,,W1,19,G1,2.52,有
5F,客室W04,北,,,W1,19,G1,2.52,有
5F,客室W05,北,,,W1,19,G1,2.52,有
5F,客室W06,北,,,W1,19,G1,2.52,有
5F,客室W07,北,,,W1,19,G1,2.52,有
5F,客室W08,北,,,W1,19,G1,2.52,有
5F,客室W09,北,,,W1,19,G1,2.52,有
5F,客室W10,北,,,W1,19,G1,2.52,有
5F,客室W11,南,,,W1,19,G1,2.52,有
,,西,,,W1,22.8,,,
5F,客室W12,南,,,W1,19,G1,2.52,有
5F,客室W13,南,,,W1,19,G1,2.52,有
5F,客室W14,南,,,W1,19,G1,2.52,有
5F,客室W15,南,,,W1,19,G1,2.52,有
5F,客室W16,南,,,W1,19,G1,2.52,有
5F,客室W17,南,,,W1,19,G1,2.52,有
5F,客室W18,南,,,W1,19,G1,2.52,有
5F,客室W19,南,,,W1,19,G1,2.52,有
5F,客室W20,南,,,W1,19,G1,2.52,有
6F,EVホール,北,,,W1,15.2,G1,2.52,無
6F,リネン室,南,,,W1,13.3,G1,1.62,無
6F,客室S01,北,,,W1,11.4,G1,2.52,有
6F,客室S02,北,,,W1,11.4,G1,2.52,有
6F,客室S03,北,,,W1,11.4,G1,2.52,有
6F,客室S04,北,,,W1,11.4,G1,2.52,有
6F,客室S05,北,,,W1,11.4,G1,2.52,有
6F,客室S06,北,,,W1,11.4,G1,2.52,有
6F,客室S07,北,,,W1,11.4,G1,2.52,有
6F,客室S08,北,,,W1,11.4,G1,2.52,有
6F,客室S09,北,,,W1,11.4,G1,2.52,有
6F,客室S10,北,,,W1,11.4,G1,2.52,有
6F,客室S11,北,,,W1,11.4,G1,2.52,有
6F,客室S12,北,,,W1,11.4,G1,2.52,有
,,東,,,W1,22.8,,,
6F,客室S13,南,,,W1,11.4,G1,2.52,有
6F,客室S14,南,,,W1,11.4,G1,2.52,有
6F,客室S15,南,,,W1,11.4,G1,2.52,有
6F,客室S16,南,,,W1,11.4,G1,2.52,有
6F,客室S17,南,,,W1,11.4,G1,2.52,有
6F,客室S18,南,,,W1,11.4,G1,2.52,有
6F,客室S19,南,,,W1,11.4,G1,2.52,有
6F,客室S20,南,,,W1,11.4,G1,2.52,有
6F,客室S21,南,,,W1,11.4,G1,2.52,有
6F,客室S22,南,,,W1,11.4,G1,2.52,有
6F,客室S23,南,,,W1,11.4,G1,2.52,有
6F,客室S24,南,,,W1,11.4,G1,2.52,有
,,東,,,W1,22.8,,,
6F,客室W01,北,,,W1,19,G1,2.52,有
,,西,,,W1,22.8,,,
6F,客室W02,北,,,W1,19,G1,2.52,有
6F,客室W03,北,,,W1,19,G1,2.52,有
6F,客室W04,北,,,W1,19,G1,2.52,有
6F,客室W05,北,,,W1,19,G1,2.52,有
6F,客室W06,北,,,W1,19,G1,2.52,有
6F,客室W07,北,,,W1,19,G1,2.52,有
6F,客室W08,北,,,W1,19,G1,2.52,有
6F,客室W09,北,,,W1,19,G1,2.52,有
6F,客室W10,北,,,W1,19,G1,2.52,有
6F,客室W11,南,,,W1,19,G1,2.52,有
,,西,,,W1,22.8,,,
6F,客室W12,南,,,W1,19,G1,2.52,有
6F,客室W13,南,,,W1,19,G1,2.52,有
6F,客室W14,南,,,W1,19,G1,2.52,有
6F,客室W15,南,,,W1,19,G1,2.52,有
6F,客室W16,南,,,W1,19,G1,2.52,有
6F,客室W17,南,,,W1,19,G1,2.52,有
6F,客室W18,南,,,W1,19,G1,2.52,有
6F,客室W19,南,,,W1,19,G1,2.52,有
6F,客室W20,南,,,W1,19,G1,2.52,有
7F,EVホール,北,,,W1,15.2,G1,2.52,無
,,水平,,,R1,24,,,
7F,リネン室,南,,,W1,13.3,G1,1.62,無
,,水平,,,R1,21,,,
7F,客室S01,北,,,W1,11.4,G1,2.52,有
,,水平,,,R1,12.6,,,
7F,客室S02,北,,,W1,11.4,G1,2.52,有
,,水平,,,R1,12.6,,,
7F,客室S03,北,,,W1,11.4,G1,2.52,有
,,水平,,,R1,12.6,,,
7F,客室S04,北,,,W1,11.4,G1,2.52,有
,,水平,,,R1,12.6,,,
7F,客室S05,北,,,W1,11.4,G1,2.52,有
,,水平,,,R1,12.6,,,
7F,客室S06,北,,,W1,11.4,G1,2.52,有
,,水平,,,R1,12.6,,,
7F,客室S07,北,,,W1,11.4,G1,2.52,有
,,水平,,,R1,12.6,,,
7F,客室S08,北,,,W1,11.4,G1,2.52,有
,,水平,,,R1,12.6,,,
7F,客室S09,北,,,W1,11.4,G1,2.52,有
,,水平,,,R1,12.6,,,
7F,客室S10,北,,,W1,11.4,G1,2.52,有
,,水平,,,R1,12.6,,,
7F,客室S11,北,,,W1,11.4,G1,2.52,有
,,水平,,,R1,12.6,,,
7F,客室S12,北,,,W1,11.4,G1,2.52,有
,,東,,,W1,22.8,,,
,,水平,,,R1,12.6,,,
7F,客室S13,南,,,W1,11.4,G1,2.52,有
,,水平,,,R1,12.6,,,
7F,客室S14,南,,,W1,11.4,G1,2.52,有
,,水平,,,R1,12.6,,,
7F,客室S15,南,,,W1,11.4,G1,2.52,有
,,水平,,,R1,12.6,,,
7F,客室S16,南,,,W1,11.4,G1,2.52,有
,,水平,,,R1,12.6,,,
7F,客室S17,南,,,W1,11.4,G1,2.52,有
,,水平,,,R1,12.6,,,
7F,客室S18,南,,,W1,11.4,G1,2.52,有
,,水平,,,R1,12.6,,,
7F,客室S19,南,,,W1,11.4,G1,2.52,有
,,水平,,,R1,12.6,,,
7F,客室S20,南,,,W1,11.4,G1,2.52,有
,,水平,,,R1,12.6,,,
7F,客室S21,南,,,W1,11.4,G1,2.52,有
,,水平,,,R1,12.6,,,
7F,客室S22,南,,,W1,11.4,G1,2.52,有
,,水平,,,R1,12.6,,,
7F,客室S23,南,,,W1,11.4,G1,2.52,有
,,水平,,,R1,12.6,,,
7F,客室S24,南,,,W1,11.4,G1,2.52,有
,,東,,,W1,22.8,,,
,,水平,,,R1,12.6,,,
7F,客室W01,北,,,W1,19,G1,2.52,有
,,西,,,W1,22.8,,,
,,水平,,,R1,23.4,,,
7F,客室W02,北,,,W1,19,G1,2.52,有
,,水平,,,R1,23.4,,,
7F,客室W03,北,,,W1,19,G1,2.52,有
,,水平,,,R1,23.4,,,
7F,客室W04,北,,,W1,19,G1,2.52,有
,,水平,,,R1,23.4,,,
7F,客室W05,北,,,W1,19,G1,2.52,有
,,水平,,,R1,23.4,,,
7F,客室W06,北,,,W1,19,G1,2.52,有
,,水平,,,R1,23.4,,,
7F,客室W07,北,,,W1,19,G1,2.52,有
,,水平,,,R1,23.4,,,
7F,客室W08,北,,,W1,19,G1,2.52,有
,,水平,,,R1,23.4,,,
7F,客室W09,北,,,W1,19,G1,2.52,有
,,水平,,,R1,23.4,,,
