様式 1. (共通条件) 室仕様入力シート,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
?,?,②,②,③,④,⑤,⑥,⑥,⑥,⑥,⑦
,,,,,,,,,,,
階,室名,建物用途,室用途,室面積,階高,天井高,空調計算対象室,換気計算対象室,給湯計算対象室,照明計算対象室,備考
,,,,,,,,,,,
,,,,[㎡],[m],[m],,,,,
,,(選択),(選択),,,,(選択),(選択),(選択),(選択),
,,,,,,,,,,,
8F,PS,ホテル等,機械室,1.68776088,2.95,2.4,,,,,
8F,客室11S,ホテル等,客室,16.6690888,2.95,2.4,■,,■,■,
8F,客室11S_UB,ホテル等,洗面室,3.95291364,2.95,2.4,,■,■,■,
8F,PS,ホテル等,機械室,1.68776088,2.95,2.4,,,,,
8F,客室12S,ホテル等,客室,16.6690888,2.95,2.4,■,,■,■,
8F,客室12S_UB,ホテル等,洗面室,3.95291364,2.95,2.4,,■,■,■,
8F,PS,ホテル等,機械室,1.68776088,2.95,2.4,,,,,
8F,客室13S,ホテル等,客室,16.6690888,2.95,2.4,■,,■,■,
8F,客室13S_UB,ホテル等,洗面室,3.95291364,2.95,2.4,,■,■,■,
8F,EVホール,ホテル等,客室部ロビー,22.249084,2.95,2.4,■,,,■,
8F,DS,ホテル等,機械室,0.5213,2.95,2.4,,,,,
8F,廊下1,ホテル等,客室部廊下,30.840108,2.95,2.4,,,,■,
8F,A避難階段,ホテル等,客室部廊下,15.01344,2.95,2.4,,,,■,
8F,CH,ホテル等,機械室,2.03307,2.95,2.4,,,,,
8F,EPS,ホテル等,機械室,1.918384,2.95,2.4,,,,,
8F,非常用EV乗降ロビー,ホテル等,客室部ロビー,11.864788,2.95,2.4,,,,■,
8F,アラーム弁室,ホテル等,機械室,1.219842,2.95,2.4,,,,,
8F,PS,ホテル等,機械室,3.628248,2.95,2.4,,,,,
8F,廊下2,ホテル等,客室部廊下,31.090332,2.95,2.4,,,,■,
8F,リネン室,ホテル等,食品庫等,8.226114,2.95,2.4,,,,■,
9F,客室1S,ホテル等,客室,16.6690888,2.95,2.4,■,,■,■,
9F,客室1S_UB,ホテル等,洗面室,3.95291364,2.95,2.4,,■,■,■,
9F,PS,ホテル等,機械室,2.846298,2.95,2.4,,,,,
9F,客室2S,ホテル等,客室,16.6690888,2.95,2.4,■,,■,■,
9F,客室2S_UB,ホテル等,洗面室,3.95291364,2.95,2.4,,■,■,■,
9F,客室3S,ホテル等,客室,16.6690888,2.95,2.4,■,,■,■,
9F,客室3S_UB,ホテル等,洗面室,3.95291364,2.95,2.4,,■,■,■,
9F,客室4S,ホテル等,客室,16.6690888,2.95,2.4,■,,■,■,
9F,客室4S_UB,ホテル等,洗面室,3.95291364,2.95,2.4,,■,■,■,
9F,客室5S,ホテル等,客室,16.6690888,2.95,2.4,■,,■,■,
9F,客室5S_UB,ホテル等,洗面室,3.95291364,2.95,2.4,,■,■,■,
9F,客室6S,ホテル等,客室,16.6690888,2.95,2.4,■,,■,■,
9F,客室6S_UB,ホテル等,洗面室,3.95291364,2.95,2.4,,■,■,■,
9F,客室7S,ホテル等,客室,16.6690888,2.95,2.4,■,,■,■,
9F,客室7S_UB,ホテル等,洗面室,3.95291364,2.95,2.4,,■,,,
9F,PS,ホテル等,機械室,1.68776088,2.95,2.4,,,,■,
9F,客室8S,ホテル等,客室,16.6690888,2.95,2.4,■,,■,■,
9F,客室8S_UB,ホテル等,洗面室,3.95291364,2.95,2.4,,■,,,
9F,PS,ホテル等,機械室,2.29372,2.95,2.4,,,,■,
9F,客室9TW,ホテル等,客室,20.18796806,2.95,2.4,■,,■,■,
9F,客室9TW_UB,ホテル等,洗面室,3.7403275,2.95,2.4,,■,,■,
9F,PS,ホテル等,機械室,2.2441965,2.95,2.4,,,,,
9F,PS,ホテル等,機械室,1.68776088,2.95,2.4,,,,,
9F,客室10S,ホテル等,客室,16.6690888,2.95,2.4,■,,■,■,
9F,客室10S_UB,ホテル等,洗面室,3.95291364,2.95,2.4,,■,■,■,
9F,PS,ホテル等,機械室,1.68776088,2.95,2.4,,,,,
9F,客室11S,ホテル等,客室,16.6690888,2.95,2.4,■,,■,■,
9F,客室11S_UB,ホテル等,洗面室,3.95291364,2.95,2.4,,■,■,■,
9F,PS,ホテル等,機械室,1.68776088,2.95,2.4,,,,,
9F,客室12S,ホテル等,客室,16.6690888,2.95,2.4,■,,■,■,
9F,客室12S_UB,ホテル等,洗面室,3.95291364,2.95,2.4,,■,■,■,
9F,PS,ホテル等,機械室,1.68776088,2.95,2.4,,,,,
9F,客室13S,ホテル等,客室,16.6690888,2.95,2.4,■,,■,■,
9F,客室13S_UB,ホテル等,洗面室,3.95291364,2.95,2.4,,■,■,■,
9F,EVホール,ホテル等,客室部ロビー,22.249084,2.95,2.4,■,,,■,
9F,DS,ホテル等,機械室,0.5213,2.95,2.4,,,,,
9F,廊下1,ホテル等,客室部廊下,30.840108,2.95,2.4,,,,■,
9F,A避難階段,ホテル等,客室部廊下,15.01344,2.95,2.4,,,,■,
9F,CH,ホテル等,機械室,2.03307,2.95,2.4,,,,,
9F,EPS,ホテル等,機械室,1.918384,2.95,2.4,,,,,
9F,非常用EV乗降ロビー,ホテル等,客室部ロビー,11.864788,2.95,2.4,,,,■,
9F,アラーム弁室,ホテル等,機械室,1.219842,2.95,2.4,,,,,
9F,PS,ホテル等,機械室,3.628248,2.95,2.4,,,,,
9F,廊下2,ホテル等,客室部廊下,31.090332,2.95,2.4,,,,■,
9F,リネン室,ホテル等,食品庫等,8.226114,2.95,2.4,,,,■,
10F,客室1S,ホテル等,客室,16.6690888,2.95,2.4,■,,■,■,
10F,客室1S_UB,ホテル等,洗面室,3.95291364,2.95,2.4,,■,■,■,
10F,PS,ホテル等,機械室,2.846298,2.95,2.4,,,,,
10F,客室2S,ホテル等,客室,16.6690888,2.95,2.4,■,,■,■,
10F,客室2S_UB,ホテル等,洗面室,3.95291364,2.95,2.4,,■,■,■,
10F,客室3S,ホテル等,客室,16.6690888,2.95,2.4,■,,■,■,
10F,客室3S_UB,ホテル等,洗面室,3.95291364,2.95,2.4,,■,■,■,
10F,客室4S,ホテル等,客室,16.6690888,2.95,2.4,■,,■,■,
10F,客室4S_UB,ホテル等,洗面室,3.95291364,2.95,2.4,,■,■,■,
10F,客室5S,ホテル等,客室,16.6690888,2.95,2.4,■,,■,■,
10F,客室5S_UB,ホテル等,洗面室,3.95291364,2.95,2.4,,■,■,■,
10F,客室6S,ホテル等,客室,16.6690888,2.95,2.4,■,,■,■,
10F,客室6S_UB,ホテル等,洗面室,3.95291364,2.95,2.4,,■,■,■,
10F,客室7S,ホテル等,客室,16.6690888,2.95,2.4,■,,■,■,
10F,客室7S_UB,ホテル等,洗面室,3.95291364,2.95,2.4,,■,■,■,
10F,PS,ホテル等,機械室,1.68776088,2.95,2.4,,,,,
10F,客室8S,ホテル等,客室,16.6690888,2.95,2.4,■,,■,■,
10F,客室8S_UB,ホテル等,洗面室,3.95291364,2.95,2.4,,■,■,■,
10F,PS,ホテル等,機械室,2.29372,2.95,2.4,,,,,
10F,客室9TW,ホテル等,客室,20.18796806,2.95,2.4,■,,■,■,
10F,客室9TW_UB,ホテル等,洗面室,3.7403275,2.95,2.4,,■,■,■,
10F,PS,ホテル等,機械室,2.2441965,2.95,2.4,,,,,
10F,PS,ホテル等,機械室,1.68776088,2.95,2.4,,,,,
10F,客室10S,ホテル等,客室,16.6690888,2.95,2.4,■,,■,■,
10F,客室10S_UB,ホテル等,洗面室,3.95291364,2.95,2.4,,■,■,■,
10F,PS,ホテル等,機械室,1.68776088,2.95,2.4,,,,,
10F,客室11S,ホテル等,客室,16.6690888,2.95,2.4,■,,■,■,
10F,客室11S_UB,ホテル等,洗面室,3.95291364,2.95,2.4,,■,■,■,
10F,PS,ホテル等,機械室,1.68776088,2.95,2.4,,,,,
10F,客室12S,ホテル等,客室,16.6690888,2.95,2.4,■,,■,■,
10F,客室12S_UB,ホテル等,洗面室,3.95291364,2.95,2.4,,■,■,■,
10F,PS,ホテル等,機械室,1.68776088,2.95,2.4,,,,,
10F,客室13S,ホテル等,客室,16.6690888,2.95,2.4,■,,■,■,
10F,客室13S_UB,ホテル等,洗面室,3.95291364,2.95,2.4,,■,■,■,
10F,EVホール,ホテル等,客室部ロビー,22.249084,2.95,2.4,■,,,■,
10F,DS,ホテル等,機械室,0.5213,2.95,2.4,,,,,
10F,廊下1,ホテル等,客室部廊下,30.840108,2.95,2.4,,,,■,
10F,A避難階段,ホテル等,客室部廊下,15.01344,2.95,2.4,,,,■,
10F,CH,ホテル等,機械室,2.03307,2.95,2.4,,,,,
10F,EPS,ホテル等,機械室,1.918384,2.95,2.4,,,,,
10F,非常用EV乗降ロビー,ホテル等,客室部ロビー,11.864788,2.95,2.4,,,,■,
10F,アラーム弁室,ホテル等,機械室,1.219842,2.95,2.4,,,,,
10F,PS,ホテル等,機械室,3.628248,2.95,2.4,,,,,
10F,廊下2,ホテル等,客室部廊下,31.090332,2.95,2.4,,,,■,
10F,リネン室,ホテル等,食品庫等,8.226114,2.95,2.4,,,,■,
11F,客室1S,ホテル等,客室,16.6690888,2.95,2.4,■,,■,■,
11F,客室1S_UB,ホテル等,洗面室,3.95291364,2.95,2.4,,■,■,■,
11F,PS,ホテル等,機械室,2.846298,2.95,2.4,,,,,
11F,客室2S,ホテル等,客室,16.6690888,2.95,2.4,■,,■,■,
11F,客室2S_UB,ホテル等,洗面室,3.95291364,2.95,2.4,,■,■,■,
11F,客室3S,ホテル等,客室,16.6690888,2.95,2.4,■,,■,■,
11F,客室3S_UB,ホテル等,洗面室,3.95291364,2.95,2.4,,■,■,■,
11F,客室4S,ホテル等,客室,16.6690888,2.95,2.4,■,,■,■,
11F,客室4S_UB,ホテル等,洗面室,3.95291364,2.95,2.4,,■,■,■,
11F,客室5S,ホテル等,客室,16.6690888,2.95,2.4,■,,■,■,
11F,客室5S_UB,ホテル等,洗面室,3.95291364,2.95,2.4,,■,■,■,
11F,客室6S,ホテル等,客室,16.6690888,2.95,2.4,■,,■,■,
11F,客室6S_UB,ホテル等,洗面室,3.95291364,2.95,2.4,,■,■,■,
11F,客室7S,ホテル等,客室,16.6690888,2.95,2.4,■,,■,■,
11F,客室7S_UB,ホテル等,洗面室,3.95291364,2.95,2.4,,■,■,■,
11F,PS,ホテル等,機械室,1.68776088,2.95,2.4,,,,,
11F,客室8S,ホテル等,客室,16.6690888,2.95,2.4,■,,■,■,
11F,客室8S_UB,ホテル等,洗面室,3.95291364,2.95,2.4,,■,■,■,
11F,PS,ホテル等,機械室,2.29372,2.95,2.4,,,,,
11F,客室9TW,ホテル等,客室,20.18796806,2.95,2.4,■,,■,■,
11F,客室9TW_UB,ホテル等,洗面室,3.7403275,2.95,2.4,,■,■,■,
11F,PS,ホテル等,機械室,2.2441965,2.95,2.4,,,,,
11F,PS,ホテル等,機械室,1.68776088,2.95,2.4,,,,,
11F,客室10S,ホテル等,客室,16.6690888,2.95,2.4,■,,■,■,
11F,客室10S_UB,ホテル等,洗面室,3.95291364,2.95,2.4,,■,■,■,
11F,PS,ホテル等,機械室,1.68776088,2.95,2.4,,,,,
11F,客室11S,ホテル等,客室,16.6690888,2.95,2.4,■,,■,■,
11F,客室11S_UB,ホテル等,洗面室,3.95291364,2.95,2.4,,■,■,■,
11F,PS,ホテル等,機械室,1.68776088,2.95,2.4,,,,,
11F,客室12S,ホテル等,客室,16.6690888,2.95,2.4,■,,■,■,
11F,客室12S_UB,ホテル等,洗面室,3.95291364,2.95,2.4,,■,■,■,
11F,PS,ホテル等,機械室,1.68776088,2.95,2.4,,,,,
11F,客室13S,ホテル等,客室,16.6690888,2.95,2.4,■,,■,■,
11F,客室13S_UB,ホテル等,洗面室,3.95291364,2.95,2.4,,■,■,■,
11F,EVホール,ホテル等,客室部ロビー,22.249084,2.95,2.4,■,,,■,
11F,DS,ホテル等,機械室,0.5213,2.95,2.4,,,,,
11F,廊下1,ホテル等,客室部廊下,30.840108,2.95,2.4,,,,■,
11F,A避難階段,ホテル等,客室部廊下,15.01344,2.95,2.4,,,,■,
11F,CH,ホテル等,機械室,2.03307,2.95,2.4,,,,,
11F,EPS,ホテル等,機械室,1.918384,2.95,2.4,,,,,
11F,非常用EV乗降ロビー,ホテル等,客室部ロビー,11.864788,2.95,2.4,,,,■,
11F,アラーム弁室,ホテル等,機械室,1.219842,2.95,2.4,,,,,
11F,PS,ホテル等,機械室,3.628248,2.95,2.4,,,,,
11F,廊下2,ホテル等,客室部廊下,31.090332,2.95,2.4,,,,■,
11F,リネン室,ホテル等,食品庫等,8.226114,2.95,2.4,,,,■,
12F,客室1S,ホテル等,客室,16.6690888,2.95,2.4,■,,■,■,
12F,客室1S_UB,ホテル等,洗面室,3.95291364,2.95,2.4,,■,■,■,
12F,PS,ホテル等,機械室,2.846298,2.95,2.4,,,,,
12F,客室2S,ホテル等,客室,16.6690888,2.95,2.4,■,,■,■,
12F,客室2S_UB,ホテル等,洗面室,3.95291364,2.95,2.4,,■,■,■,
12F,客室3S,ホテル等,客室,16.6690888,2.95,2.4,■,,■,■,
12F,客室3S_UB,ホテル等,洗面室,3.95291364,2.95,2.4,,■,■,■,
12F,客室4S,ホテル等,客室,16.6690888,2.95,2.4,■,,■,■,
12F,客室4S_UB,ホテル等,洗面室,3.95291364,2.95,2.4,,■,■,■,
12F,客室5S,ホテル等,客室,16.6690888,2.95,2.4,■,,■,■,
12F,客室5S_UB,ホテル等,洗面室,3.95291364,2.95,2.4,,■,■,■,
12F,客室6S,ホテル等,客室,16.6690888,2.95,2.4,■,,■,■,
12F,客室6S_UB,ホテル等,洗面室,3.95291364,2.95,2.4,,■,■,■,
12F,客室7S,ホテル等,客室,16.6690888,2.95,2.4,■,,■,■,
12F,客室7S_UB,ホテル等,洗面室,3.95291364,2.95,2.4,,■,■,■,
12F,PS,ホテル等,機械室,1.68776088,2.95,2.4,,,,,
12F,客室8S,ホテル等,客室,16.6690888,2.95,2.4,■,,■,■,
12F,客室8S_UB,ホテル等,洗面室,3.95291364,2.95,2.4,,■,■,■,
12F,PS,ホテル等,機械室,2.29372,2.95,2.4,,,,,
12F,客室9TW,ホテル等,客室,20.18796806,2.95,2.4,■,,■,■,
12F,客室9TW_UB,ホテル等,洗面室,3.7403275,2.95,2.4,,■,■,■,
12F,PS,ホテル等,機械室,2.2441965,2.95,2.4,,,,,
12F,PS,ホテル等,機械室,1.68776088,2.95,2.4,,,,,
12F,客室10S,ホテル等,客室,16.6690888,2.95,2.4,■,,■,■,
12F,客室10S_UB,ホテル等,洗面室,3.95291364,2.95,2.4,,■,■,■,
12F,PS,ホテル等,機械室,1.68776088,2.95,2.4,,,,,
12F,客室11S,ホテル等,客室,16.6690888,2.95,2.4,■,,■,■,
12F,客室11S_UB,ホテル等,洗面室,3.95291364,2.95,2.4,,■,■,■,
12F,PS,ホテル等,機械室,1.68776088,2.95,2.4,,,,,
12F,客室12S,ホテル等,客室,16.6690888,2.95,2.4,■,,■,■,
12F,客室12S_UB,ホテル等,洗面室,3.95291364,2.95,2.4,,■,■,■,
12F,PS,ホテル等,機械室,1.68776088,2.95,2.4,,,,,
12F,客室13S,ホテル等,客室,16.6690888,2.95,2.4,■,,■,■,
12F,客室13S_UB,ホテル等,洗面室,3.95291364,2.95,2.4,,■,■,■,
12F,EVホール,ホテル等,客室部ロビー,22.249084,2.95,2.4,■,,,■,
12F,DS,ホテル等,機械室,0.5213,2.95,2.4,,,,,
12F,廊下1,ホテル等,客室部廊下,30.840108,2.95,2.4,,,,■,
12F,A避難階段,ホテル等,客室部廊下,15.01344,2.95,2.4,,,,■,
12F,CH,ホテル等,機械室,2.03307,2.95,2.4,,,,,
12F,EPS,ホテル等,機械室,1.918384,2.95,2.4,,,,,
12F,非常用EV乗降ロビー,ホテル等,客室部ロビー,11.864788,2.95,2.4,,,,■,
12F,アラーム弁室,ホテル等,機械室,1.219842,2.95,2.4,,,,,
12F,PS,ホテル等,機械室,3.628248,2.95,2.4,,,,,
12F,廊下2,ホテル等,客室部廊下,31.090332,2.95,2.4,,,,■,
12F,リネン室,ホテル等,食品庫等,8.226114,2.95,2.4,,,,■,
13F,客室1S,ホテル等,客室,16.6690888,2.95,2.4,■,,■,■,
13F,客室1S_UB,ホテル等,洗面室,3.95291364,2.95,2.4,,■,■,■,
13F,PS,ホテル等,機械室,2.846298,2.95,2.4,,,,,
13F,客室2S,ホテル等,客室,16.6690888,2.95,2.4,■,,■,■,
13F,客室2S_UB,ホテル等,洗面室,3.95291364,2.95,2.4,,■,■,■,
13F,客室3S,ホテル等,客室,16.6690888,2.95,2.4,■,,■,■,
13F,客室3S_UB,ホテル等,洗面室,3.95291364,2.95,2.4,,■,■,■,
13F,客室4S,ホテル等,客室,16.6690888,2.95,2.4,■,,■,■,
13F,客室4S_UB,ホテル等,洗面室,3.95291364,2.95,2.4,,■,■,■,
13F,客室5S,ホテル等,客室,16.6690888,2.95,2.4,■,,■,■,
13F,客室5S_UB,ホテル等,洗面室,3.95291364,2.95,2.4,,■,■,■,
13F,客室6S,ホテル等,客室,16.6690888,2.95,2.4,■,,■,■,
13F,客室6S_UB,ホテル等,洗面室,3.95291364,2.95,2.4,,■,■,■,
13F,客室7S,ホテル等,客室,16.6690888,2.95,2.4,■,,■,■,
13F,客室7S_UB,ホテル等,洗面室,3.95291364,2.95,2.4,,■,■,■,
13F,PS,ホテル等,機械室,1.68776088,2.95,2.4,,,,,
13F,客室8S,ホテル等,客室,16.6690888,2.95,2.4,■,,■,■,
13F,客室8S_UB,ホテル等,洗面室,3.95291364,2.95,2.4,,■,■,■,
13F,PS,ホテル等,機械室,2.29372,2.95,2.4,,,,,
13F,客室9TW,ホテル等,客室,20.18796806,2.95,2.4,■,,■,■,
13F,客室9TW_UB,ホテル等,洗面室,3.7403275,2.95,2.4,,■,■,■,
13F,PS,ホテル等,機械室,2.2441965,2.95,2.4,,,,,
13F,PS,ホテル等,機械室,1.68776088,2.95,2.4,,,,,
13F,客室10S,ホテル等,客室,16.6690888,2.95,2.4,■,,■,■,
13F,客室10S_UB,ホテル等,洗面室,3.95291364,2.95,2.4,,■,■,■,
13F,PS,ホテル等,機械室,1.68776088,2.95,2.4,,,,,
13F,客室11S,ホテル等,客室,16.6690888,2.95,2.4,■,,■,■,
13F,客室11S_UB,ホテル等,洗面室,3.95291364,2.95,2.4,,■,■,■,
13F,PS,ホテル等,機械室,1.68776088,2.95,2.4,,,,,
13F,客室12S,ホテル等,客室,16.6690888,2.95,2.4,■,,■,■,
13F,客室12S_UB,ホテル等,洗面室,3.95291364,2.95,2.4,,■,■,■,
13F,PS,ホテル等,機械室,1.68776088,2.95,2.4,,,,,
13F,客室13S,ホテル等,客室,16.6690888,2.95,2.4,■,,■,■,
13F,客室13S_UB,ホテル等,洗面室,3.95291364,2.95,2.4,,■,■,■,
13F,EVホール,ホテル等,客室部ロビー,22.249084,2.95,2.4,■,,,■,
13F,DS,ホテル等,機械室,0.5213,2.95,2.4,,,,,
13F,廊下1,ホテル等,客室部廊下,30.840108,2.95,2.4,,,,■,
13F,A避難階段,ホテル等,客室部廊下,15.01344,2.95,2.4,,,,■,
13F,CH,ホテル等,機械室,2.03307,2.95,2.4,,,,,
13F,EPS,ホテル等,機械室,1.918384,2.95,2.4,,,,,
13F,非常用EV乗降ロビー,ホテル等,客室部ロビー,11.864788,2.95,2.4,,,,■,
13F,アラーム弁室,ホテル等,機械室,1.219842,2.95,2.4,,,,,
13F,PS,ホテル等,機械室,3.628248,2.95,2.4,,,,,
13F,廊下2,ホテル等,客室部廊下,31.090332,2.95,2.4,,,,■,
13F,リネン室,ホテル等,食品庫等,8.226114,2.95,2.4,,,,■,
14F,客室1S,ホテル等,客室,16.6690888,2.85,2.4,■,,■,■,
14F,客室1S_UB,ホテル等,洗面室,3.95291364,2.85,2.4,,■,■,■,
14F,PS,ホテル等,機械室,2.846298,2.85,2.4,,,,,
14F,客室2S,ホテル等,客室,16.6690888,2.85,2.4,■,,■,■,
14F,客室2S_UB,ホテル等,洗面室,3.95291364,2.85,2.4,,■,■,■,
14F,客室3S,ホテル等,客室,16.6690888,2.85,2.4,■,,■,■,
14F,客室3S_UB,ホテル等,洗面室,3.95291364,2.85,2.4,,■,■,■,
14F,客室4S,ホテル等,客室,16.6690888,2.85,2.4,■,,■,■,
14F,客室4S_UB,ホテル等,洗面室,3.95291364,2.85,2.4,,■,■,■,
14F,客室5S,ホテル等,客室,16.6690888,2.85,2.4,■,,■,■,
14F,客室5S_UB,ホテル等,洗面室,3.95291364,2.85,2.4,,■,■,■,
14F,客室6S,ホテル等,客室,16.6690888,2.85,2.4,■,,■,■,
14F,客室6S_UB,ホテル等,洗面室,3.95291364,2.85,2.4,,■,■,■,
14F,客室7S,ホテル等,客室,16.6690888,2.85,2.4,■,,■,■,
14F,客室7S_UB,ホテル等,洗面室,3.95291364,2.85,2.4,,■,■,■,
14F,PS,ホテル等,機械室,1.68776088,2.85,2.4,,,,,
14F,客室8S,ホテル等,客室,16.6690888,2.85,2.4,■,,■,■,
14F,客室8S_UB,ホテル等,洗面室,3.95291364,2.85,2.4,,■,■,■,
14F,PS,ホテル等,機械室,2.29372,2.85,2.4,,,,,
14F,客室スイート1,ホテル等,客室,47.7583782,2.85,2.4,■,,,■,
14F,PS,ホテル等,機械室,2.2019712,2.85,2.4,,,,,
14F,客室スイート1_洗面所,ホテル等,洗面室,4.8188972,2.85,2.4,,■,■,■,
14F,客室スイート1_トイレ,ホテル等,洗面室,2.2019712,2.85,2.4,,■,,■,
14F,客室スイート1_トイレ,ホテル等,洗面室,2.2019712,2.85,2.4,,■,,■,
14F,客室スイート1_バスルーム,ホテル等,洗面室,4.4701475,2.85,2.4,,■,■,■,
14F,PS,ホテル等,機械室,2.2019712,2.85,2.4,,,,,
14F,客室スイート2,ホテル等,客室,47.7583782,2.85,2.4,■,,■,■,
14F,PS,ホテル等,機械室,2.2019712,2.85,2.4,,,,,
14F,客室スイート2_洗面所,ホテル等,洗面室,4.8188972,2.85,2.4,,■,■,■,
14F,客室スイート2_トイレ,ホテル等,洗面室,2.2019712,2.85,2.4,,■,,■,
14F,客室スイート2_トイレ,ホテル等,洗面室,2.2019712,2.85,2.4,,■,,■,
14F,客室スイート2_バスルーム,ホテル等,洗面室,4.4701475,2.85,2.4,,■,■,■,
14F,EVホール,ホテル等,客室部ロビー,22.249084,2.85,2.4,■,,,■,
14F,DS,ホテル等,機械室,0.5213,2.85,2.4,,,,,
14F,廊下1,ホテル等,客室部廊下,30.840108,2.85,2.4,,,,■,
14F,A避難階段,ホテル等,客室部廊下,15.01344,2.85,2.4,,,,■,
14F,CH,ホテル等,機械室,2.03307,2.85,2.4,,,,,
14F,EPS,ホテル等,機械室,1.918384,2.85,2.4,,,,,
14F,非常用EV乗降ロビー,ホテル等,客室部ロビー,11.864788,2.85,2.4,,,,■,
14F,アラーム弁室,ホテル等,機械室,1.219842,2.85,2.4,,,,,
14F,PS,ホテル等,機械室,3.628248,2.85,2.4,,,,,
14F,廊下2,ホテル等,客室部廊下,31.090332,2.85,2.4,,,,■,
14F,リネン室,ホテル等,食品庫等,8.226114,2.85,2.4,,,,■,
,,,,,,,,,,,
