様式 4-2. (給湯)給湯機器入力シート,,,,,,,,
,,,,,,,,
,,,,,,,,
①,②,③,④,⑤,太陽熱利用,,,⑨
,,,,,⑥,⑦,⑧,
給湯機器名称,定格加熱能力,定格熱源効率,配管保温仕様,接続口径,有効集熱面積,集熱面の方位角,集熱面の傾斜角,備考
,,,,,,,,
,[kW],[-],,[mm],[㎡],[°],[°],
,,,(選択),,,,,
,,,,,,,,
B1,464,0.82,保温仕様１,80,,,,真空式温水器
B2,464,0.82,保温仕様１,80,,,,真空式温水器
BH1,43.5,0.82,保温仕様１,20,,,,瞬間湯沸器（B1F厨房）
BH2,43.5,0.82,保温仕様１,20,,,,瞬間湯沸器（B1F厨房）
EH1,3,0.82,保温仕様１,15,,,,電気給湯機（B1F厨房）
BH3,35.5,0.82,保温仕様１,20,,,,瞬間湯沸器（1Fカフェ）
BH4,43.5,0.82,保温仕様１,15,,,,瞬間湯沸器（1Fﾅｲﾄﾗｳﾝｼﾞ）
,,,,,,,,
