様式 4-1. (給湯)給湯対象室入力シート,,,,,,,
,,,,,,,
,,,,,,,
①,①,①,①,①,②,③,④
,,,,,,,
階,室名,建物用途,室用途,室面積,給湯箇所,節湯器具,給湯機器名称
,,,,,（給湯栓設置箇所）,,
,,,,[㎡],,,
(転記),(転記),(転記),(転記),(転記),,(選択),(転記)
,,,,,,,
6F,客室2S,ホテル等,客室,16.6690888,客室,無,B1
,,,,,,無,B2
6F,客室2S_UB,ホテル等,客室（洗面）,3.95291364,洗面室,無,B1
,,,,,,無,B2
6F,客室3S,ホテル等,客室,16.6690888,客室,無,B1
,,,,,,無,B2
6F,客室3S_UB,ホテル等,客室（洗面）,3.95291364,洗面室,無,B1
,,,,,,無,B2
6F,客室4S,ホテル等,客室,16.6690888,客室,無,B1
,,,,,,無,B2
6F,客室4S_UB,ホテル等,客室（洗面）,3.95291364,洗面室,無,B1
,,,,,,無,B2
6F,客室5S,ホテル等,客室,16.6690888,客室,無,B1
,,,,,,無,B2
6F,客室5S_UB,ホテル等,客室（洗面）,3.95291364,洗面室,無,B1
,,,,,,無,B2
6F,客室6S,ホテル等,客室,16.6690888,客室,無,B1
,,,,,,無,B2
6F,客室6S_UB,ホテル等,客室（洗面）,3.95291364,洗面室,無,B1
,,,,,,無,B2
6F,客室7S,ホテル等,客室,16.6690888,客室,無,B1
,,,,,,無,B2
6F,客室7S_UB,ホテル等,客室（洗面）,3.95291364,洗面室,無,B1
,,,,,,無,B2
6F,客室8S,ホテル等,客室,16.6690888,客室,無,B1
,,,,,,無,B2
6F,客室8S_UB,ホテル等,客室（洗面）,3.95291364,洗面室,無,B1
,,,,,,無,B2
6F,客室9TW,ホテル等,客室,20.18796806,客室,無,B1
,,,,,,無,B2
6F,客室9TW_UB,ホテル等,客室（洗面）,3.7403275,洗面室,無,B1
,,,,,,無,B2
6F,客室10S,ホテル等,客室,16.6690888,客室,無,B1
,,,,,,無,B2
6F,客室10S_UB,ホテル等,客室（洗面）,3.95291364,洗面室,無,B1
,,,,,,無,B2
6F,客室11S,ホテル等,客室,16.6690888,客室,無,B1
,,,,,,無,B2
6F,客室11S_UB,ホテル等,客室（洗面）,3.95291364,洗面室,無,B1
,,,,,,無,B2
6F,客室12S,ホテル等,客室,16.6690888,客室,無,B1
,,,,,,無,B2
6F,客室12S_UB,ホテル等,客室（洗面）,3.95291364,洗面室,無,B1
,,,,,,無,B2
6F,客室13S,ホテル等,客室,16.6690888,客室,無,B1
,,,,,,無,B2
6F,客室13S_UB,ホテル等,客室（洗面）,3.95291364,洗面室,無,B1
,,,,,,無,B2
7F,客室1S,ホテル等,客室,16.6690888,客室,無,B1
,,,,,,無,B2
7F,客室1S_UB,ホテル等,客室（洗面）,3.95291364,洗面室,無,B1
,,,,,,無,B2
7F,客室2S,ホテル等,客室,16.6690888,客室,無,B1
,,,,,,無,B2
7F,客室2S_UB,ホテル等,客室（洗面）,3.95291364,洗面室,無,B1
,,,,,,無,B2
7F,客室3S,ホテル等,客室,16.6690888,客室,無,B1
,,,,,,無,B2
7F,客室3S_UB,ホテル等,客室（洗面）,3.95291364,洗面室,無,B1
,,,,,,無,B2
7F,客室4S,ホテル等,客室,16.6690888,客室,無,B1
,,,,,,無,B2
7F,客室4S_UB,ホテル等,客室（洗面）,3.95291364,洗面室,無,B1
,,,,,,無,B2
7F,客室5S,ホテル等,客室,16.6690888,客室,無,B1
,,,,,,無,B2
7F,客室5S_UB,ホテル等,客室（洗面）,3.95291364,洗面室,無,B1
,,,,,,無,B2
7F,客室6S,ホテル等,客室,16.6690888,客室,無,B1
,,,,,,無,B2
7F,客室6S_UB,ホテル等,客室（洗面）,3.95291364,洗面室,無,B1
,,,,,,無,B2
7F,客室7S,ホテル等,客室,16.6690888,客室,無,B1
,,,,,,無,B2
7F,客室7S_UB,ホテル等,客室（洗面）,3.95291364,洗面室,無,B1
,,,,,,無,B2
7F,客室8S,ホテル等,客室,16.6690888,客室,無,B1
,,,,,,無,B2
7F,客室8S_UB,ホテル等,客室（洗面）,3.95291364,洗面室,無,B1
,,,,,,無,B2
7F,客室9TW,ホテル等,客室,20.18796806,客室,無,B1
,,,,,,無,B2
7F,客室9TW_UB,ホテル等,客室（洗面）,3.7403275,洗面室,無,B1
,,,,,,無,B2
7F,客室10S,ホテル等,客室,16.6690888,客室,無,B1
,,,,,,無,B2
7F,客室10S_UB,ホテル等,客室（洗面）,3.95291364,洗面室,無,B1
,,,,,,無,B2
7F,客室11S,ホテル等,客室,16.6690888,客室,無,B1
,,,,,,無,B2
7F,客室11S_UB,ホテル等,客室（洗面）,3.95291364,洗面室,無,B1
,,,,,,無,B2
7F,客室12S,ホテル等,客室,16.6690888,客室,無,B1
,,,,,,無,B2
7F,客室12S_UB,ホテル等,客室（洗面）,3.95291364,洗面室,無,B1
,,,,,,無,B2
7F,客室13S,ホテル等,客室,16.6690888,客室,無,B1
,,,,,,無,B2
7F,客室13S_UB,ホテル等,客室（洗面）,3.95291364,洗面室,無,B1
,,,,,,無,B2
8F,客室1S,ホテル等,客室,16.6690888,客室,無,B1
,,,,,,無,B2
8F,客室1S_UB,ホテル等,客室（洗面）,3.95291364,洗面室,無,B1
,,,,,,無,B2
8F,客室2S,ホテル等,客室,16.6690888,客室,無,B1
,,,,,,無,B2
8F,客室2S_UB,ホテル等,客室（洗面）,3.95291364,洗面室,無,B1
,,,,,,無,B2
8F,客室3S,ホテル等,客室,16.6690888,客室,無,B1
,,,,,,無,B2
8F,客室3S_UB,ホテル等,客室（洗面）,3.95291364,洗面室,無,B1
,,,,,,無,B2
8F,客室4S,ホテル等,客室,16.6690888,客室,無,B1
,,,,,,無,B2
8F,客室4S_UB,ホテル等,客室（洗面）,3.95291364,洗面室,無,B1
,,,,,,無,B2
8F,客室5S,ホテル等,客室,16.6690888,客室,無,B1
,,,,,,無,B2
8F,客室5S_UB,ホテル等,客室（洗面）,3.95291364,洗面室,無,B1
,,,,,,無,B2
8F,客室6S,ホテル等,客室,16.6690888,客室,無,B1
,,,,,,無,B2
8F,客室6S_UB,ホテル等,客室（洗面）,3.95291364,洗面室,無,B1
,,,,,,無,B2
8F,客室7S,ホテル等,客室,16.6690888,客室,無,B1
,,,,,,無,B2
8F,客室7S_UB,ホテル等,客室（洗面）,3.95291364,洗面室,無,B1
,,,,,,無,B2
8F,客室8S,ホテル等,客室,16.6690888,客室,無,B1
,,,,,,無,B2
8F,客室8S_UB,ホテル等,客室（洗面）,3.95291364,洗面室,無,B1
,,,,,,無,B2
8F,客室9TW,ホテル等,客室,20.18796806,客室,無,B1
,,,,,,無,B2
8F,客室9TW_UB,ホテル等,客室（洗面）,3.7403275,洗面室,無,B1
,,,,,,無,B2
8F,客室10S,ホテル等,客室,16.6690888,客室,無,B1
,,,,,,無,B2
8F,客室10S_UB,ホテル等,客室（洗面）,3.95291364,洗面室,無,B1
,,,,,,無,B2
8F,客室11S,ホテル等,客室,16.6690888,客室,無,B1
,,,,,,無,B2
8F,客室11S_UB,ホテル等,客室（洗面）,3.95291364,洗面室,無,B1
,,,,,,無,B2
8F,客室12S,ホテル等,客室,16.6690888,客室,無,B1
,,,,,,無,B2
8F,客室12S_UB,ホテル等,客室（洗面）,3.95291364,洗面室,無,B1
,,,,,,無,B2
8F,客室13S,ホテル等,客室,16.6690888,客室,無,B1
,,,,,,無,B2
8F,客室13S_UB,ホテル等,客室（洗面）,3.95291364,洗面室,無,B1
,,,,,,無,B2
9F,客室1S,ホテル等,客室,16.6690888,客室,無,B1
,,,,,,無,B2
9F,客室1S_UB,ホテル等,客室（洗面）,3.95291364,洗面室,無,B1
,,,,,,無,B2
9F,客室2S,ホテル等,客室,16.6690888,客室,無,B1
,,,,,,無,B2
9F,客室2S_UB,ホテル等,客室（洗面）,3.95291364,洗面室,無,B1
,,,,,,無,B2
9F,客室3S,ホテル等,客室,16.6690888,客室,無,B1
,,,,,,無,B2
9F,客室3S_UB,ホテル等,客室（洗面）,3.95291364,洗面室,無,B1
,,,,,,無,B2
9F,客室4S,ホテル等,客室,16.6690888,客室,無,B1
,,,,,,無,B2
9F,客室4S_UB,ホテル等,客室（洗面）,3.95291364,洗面室,無,B1
,,,,,,無,B2
9F,客室5S,ホテル等,客室,16.6690888,客室,無,B1
,,,,,,無,B2
9F,客室5S_UB,ホテル等,客室（洗面）,3.95291364,洗面室,無,B1
,,,,,,無,B2
9F,客室6S,ホテル等,客室,16.6690888,客室,無,B1
,,,,,,無,B2
9F,客室6S_UB,ホテル等,客室（洗面）,3.95291364,洗面室,無,B1
,,,,,,無,B2
9F,客室7S,ホテル等,客室,16.6690888,客室,無,B1
,,,,,,無,B2
9F,客室7S_UB,ホテル等,客室（洗面）,3.95291364,洗面室,無,B1
,,,,,,無,B2
9F,客室8S,ホテル等,客室,16.6690888,客室,無,B1
,,,,,,無,B2
9F,客室8S_UB,ホテル等,客室（洗面）,3.95291364,洗面室,無,B1
,,,,,,無,B2
9F,客室9TW,ホテル等,客室,20.18796806,客室,無,B1
,,,,,,無,B2
9F,客室9TW_UB,ホテル等,客室（洗面）,3.74,洗面室,無,B1
,,,,,,無,B2
9F,客室10S,ホテル等,客室,16.6690888,客室,無,B1
,,,,,,無,B2
9F,客室10S_UB,ホテル等,客室（洗面）,3.95291364,洗面室,無,B1
,,,,,,無,B2
9F,客室11S,ホテル等,客室,16.6690888,客室,無,B1
,,,,,,無,B2
9F,客室11S_UB,ホテル等,客室（洗面）,3.95291364,洗面室,無,B1
,,,,,,無,B2
9F,客室12S,ホテル等,客室,16.6690888,客室,無,B1
,,,,,,無,B2
9F,客室12S_UB,ホテル等,客室（洗面）,3.95291364,洗面室,無,B1
,,,,,,無,B2
9F,客室13S,ホテル等,客室,16.6690888,客室,無,B1
,,,,,,無,B2
9F,客室13S_UB,ホテル等,客室（洗面）,3.95291364,洗面室,無,B1
,,,,,,無,B2
10F,客室1S,ホテル等,客室,16.6690888,客室,無,B1
,,,,,,無,B2
10F,客室1S_UB,ホテル等,客室（洗面）,3.95291364,洗面室,無,B1
,,,,,,無,B2
10F,客室2S,ホテル等,客室,16.6690888,客室,無,B1
,,,,,,無,B2
10F,客室2S_UB,ホテル等,客室（洗面）,3.95291364,洗面室,無,B1
,,,,,,無,B2
10F,客室3S,ホテル等,客室,16.6690888,客室,無,B1
,,,,,,無,B2
10F,客室3S_UB,ホテル等,客室（洗面）,3.95291364,洗面室,無,B1
,,,,,,無,B2
10F,客室4S,ホテル等,客室,16.6690888,客室,無,B1
,,,,,,無,B2
10F,客室4S_UB,ホテル等,客室（洗面）,3.95291364,洗面室,無,B1
,,,,,,無,B2
10F,客室5S,ホテル等,客室,16.6690888,客室,無,B1
,,,,,,無,B2
10F,客室5S_UB,ホテル等,客室（洗面）,3.95291364,洗面室,無,B1
,,,,,,無,B2
10F,客室6S,ホテル等,客室,16.6690888,客室,無,B1
,,,,,,無,B2
10F,客室6S_UB,ホテル等,客室（洗面）,3.95291364,洗面室,無,B1
,,,,,,無,B2
10F,客室7S,ホテル等,客室,16.6690888,客室,無,B1
,,,,,,無,B2
10F,客室7S_UB,ホテル等,客室（洗面）,3.95291364,洗面室,無,B1
,,,,,,無,B2
10F,客室8S,ホテル等,客室,16.6690888,客室,無,B1
,,,,,,無,B2
10F,客室8S_UB,ホテル等,客室（洗面）,3.95291364,洗面室,無,B1
,,,,,,無,B2
10F,客室9TW,ホテル等,客室,20.18796806,客室,無,B1
,,,,,,無,B2
10F,客室9TW_UB,ホテル等,客室（洗面）,3.7403275,洗面室,無,B1
,,,,,,無,B2
10F,客室10S,ホテル等,客室,16.6690888,客室,無,B1
,,,,,,無,B2
10F,客室10S_UB,ホテル等,客室（洗面）,3.95291364,洗面室,無,B1
,,,,,,無,B2
10F,客室11S,ホテル等,客室,16.6690888,客室,無,B1
,,,,,,無,B2
10F,客室11S_UB,ホテル等,客室（洗面）,3.95291364,洗面室,無,B1
,,,,,,無,B2
10F,客室12S,ホテル等,客室,16.6690888,客室,無,B1
,,,,,,無,B2
10F,客室12S_UB,ホテル等,客室（洗面）,3.95291364,洗面室,無,B1
,,,,,,無,B2
10F,客室13S,ホテル等,客室,16.6690888,客室,無,B1
,,,,,,無,B2
10F,客室13S_UB,ホテル等,客室（洗面）,3.95291364,洗面室,無,B1
,,,,,,無,B2
11F,客室1S,ホテル等,客室,16.6690888,客室,無,B1
,,,,,,無,B2
11F,客室1S_UB,ホテル等,客室（洗面）,3.95291364,洗面室,無,B1
,,,,,,無,B2
11F,客室2S,ホテル等,客室,16.6690888,客室,無,B1
,,,,,,無,B2
11F,客室2S_UB,ホテル等,客室（洗面）,3.95291364,洗面室,無,B1
,,,,,,無,B2
11F,客室3S,ホテル等,客室,16.6690888,客室,無,B1
,,,,,,無,B2
11F,客室3S_UB,ホテル等,客室（洗面）,3.95291364,洗面室,無,B1
,,,,,,無,B2
11F,客室4S,ホテル等,客室,16.6690888,客室,無,B1
,,,,,,無,B2
11F,客室4S_UB,ホテル等,客室（洗面）,3.95291364,洗面室,無,B1
,,,,,,無,B2
11F,客室5S,ホテル等,客室,16.6690888,客室,無,B1
,,,,,,無,B2
11F,客室5S_UB,ホテル等,客室（洗面）,3.95291364,洗面室,無,B1
,,,,,,無,B2
11F,客室6S,ホテル等,客室,16.6690888,客室,無,B1
,,,,,,無,B2
11F,客室6S_UB,ホテル等,客室（洗面）,3.95291364,洗面室,無,B1
,,,,,,無,B2
11F,客室7S,ホテル等,客室,16.6690888,客室,無,B1
,,,,,,無,B2
11F,客室7S_UB,ホテル等,客室（洗面）,3.95291364,洗面室,無,B1
,,,,,,無,B2
11F,客室8S,ホテル等,客室,16.6690888,客室,無,B1
,,,,,,無,B2
11F,客室8S_UB,ホテル等,客室（洗面）,3.95291364,洗面室,無,B1
,,,,,,無,B2
11F,客室9TW,ホテル等,客室,20.18796806,客室,無,B1
,,,,,,無,B2
11F,客室9TW_UB,ホテル等,客室（洗面）,3.7403275,洗面室,無,B1
,,,,,,無,B2
11F,客室10S,ホテル等,客室,16.6690888,客室,無,B1
,,,,,,無,B2
11F,客室10S_UB,ホテル等,客室（洗面）,3.95291364,洗面室,無,B1
,,,,,,無,B2
11F,客室11S,ホテル等,客室,16.6690888,客室,無,B1
,,,,,,無,B2
11F,客室11S_UB,ホテル等,客室（洗面）,3.95291364,洗面室,無,B1
,,,,,,無,B2
11F,客室12S,ホテル等,客室,16.6690888,客室,無,B1
,,,,,,無,B2
11F,客室12S_UB,ホテル等,客室（洗面）,3.95291364,洗面室,無,B1
,,,,,,無,B2
11F,客室13S,ホテル等,客室,16.6690888,客室,無,B1
,,,,,,無,B2
11F,客室13S_UB,ホテル等,客室（洗面）,3.95291364,洗面室,無,B1
,,,,,,無,B2
12F,客室1S,ホテル等,客室,16.6690888,客室,無,B1
,,,,,,無,B2
12F,客室1S_UB,ホテル等,客室（洗面）,3.95291364,洗面室,無,B1
,,,,,,無,B2
12F,客室2S,ホテル等,客室,16.6690888,客室,無,B1
,,,,,,無,B2
12F,客室2S_UB,ホテル等,客室（洗面）,3.95291364,洗面室,無,B1
,,,,,,無,B2
12F,客室3S,ホテル等,客室,16.6690888,客室,無,B1
,,,,,,無,B2
12F,客室3S_UB,ホテル等,客室（洗面）,3.95291364,洗面室,無,B1
,,,,,,無,B2
12F,客室4S,ホテル等,客室,16.6690888,客室,無,B1
,,,,,,無,B2
12F,客室4S_UB,ホテル等,客室（洗面）,3.95291364,洗面室,無,B1
,,,,,,無,B2
12F,客室5S,ホテル等,客室,16.6690888,客室,無,B1
,,,,,,無,B2
12F,客室5S_UB,ホテル等,客室（洗面）,3.95291364,洗面室,無,B1
,,,,,,無,B2
12F,客室6S,ホテル等,客室,16.6690888,客室,無,B1
,,,,,,無,B2
12F,客室6S_UB,ホテル等,客室（洗面）,3.95291364,洗面室,無,B1
,,,,,,無,B2
12F,客室7S,ホテル等,客室,16.6690888,客室,無,B1
,,,,,,無,B2
12F,客室7S_UB,ホテル等,客室（洗面）,3.95291364,洗面室,無,B1
,,,,,,無,B2
12F,客室8S,ホテル等,客室,16.6690888,客室,無,B1
,,,,,,無,B2
12F,客室8S_UB,ホテル等,客室（洗面）,3.95291364,洗面室,無,B1
,,,,,,無,B2
12F,客室9TW,ホテル等,客室,20.18796806,客室,無,B1
,,,,,,無,B2
12F,客室9TW_UB,ホテル等,客室（洗面）,3.7403275,洗面室,無,B1
,,,,,,無,B2
12F,客室10S,ホテル等,客室,16.6690888,客室,無,B1
,,,,,,無,B2
12F,客室10S_UB,ホテル等,客室（洗面）,3.95291364,洗面室,無,B1
,,,,,,無,B2
12F,客室11S,ホテル等,客室,16.6690888,客室,無,B1
,,,,,,無,B2
12F,客室11S_UB,ホテル等,客室（洗面）,3.95291364,洗面室,無,B1
,,,,,,無,B2
12F,客室12S,ホテル等,客室,16.6690888,客室,無,B1
,,,,,,無,B2
12F,客室12S_UB,ホテル等,客室（洗面）,3.95291364,洗面室,無,B1
,,,,,,無,B2
12F,客室13S,ホテル等,客室,16.6690888,客室,無,B1
,,,,,,無,B2
12F,客室13S_UB,ホテル等,客室（洗面）,3.95291364,洗面室,無,B1
,,,,,,無,B2
13F,客室1S,ホテル等,客室,16.6690888,客室,無,B1
,,,,,,無,B2
13F,客室1S_UB,ホテル等,客室（洗面）,3.95291364,洗面室,無,B1
,,,,,,無,B2
13F,客室2S,ホテル等,客室,16.6690888,客室,無,B1
,,,,,,無,B2
13F,客室2S_UB,ホテル等,客室（洗面）,3.95291364,洗面室,無,B1
,,,,,,無,B2
13F,客室3S,ホテル等,客室,16.6690888,客室,無,B1
,,,,,,無,B2
13F,客室3S_UB,ホテル等,客室（洗面）,3.95291364,洗面室,無,B1
,,,,,,無,B2
13F,客室4S,ホテル等,客室,16.6690888,客室,無,B1
,,,,,,無,B2
13F,客室4S_UB,ホテル等,客室（洗面）,3.95291364,洗面室,無,B1
,,,,,,無,B2
13F,客室5S,ホテル等,客室,16.6690888,客室,無,B1
,,,,,,無,B2
13F,客室5S_UB,ホテル等,客室（洗面）,3.95291364,洗面室,無,B1
,,,,,,無,B2
13F,客室6S,ホテル等,客室,16.6690888,客室,無,B1
,,,,,,無,B2
13F,客室6S_UB,ホテル等,客室（洗面）,3.95291364,洗面室,無,B1
,,,,,,無,B2
13F,客室7S,ホテル等,客室,16.6690888,客室,無,B1
,,,,,,無,B2
13F,客室7S_UB,ホテル等,客室（洗面）,3.95291364,洗面室,無,B1
,,,,,,無,B2
13F,客室8S,ホテル等,客室,16.6690888,客室,無,B1
,,,,,,無,B2
13F,客室8S_UB,ホテル等,客室（洗面）,3.95291364,洗面室,無,B1
,,,,,,無,B2
13F,客室9TW,ホテル等,客室,20.18796806,客室,無,B1
,,,,,,無,B2
13F,客室9TW_UB,ホテル等,客室（洗面）,3.7403275,洗面室,無,B1
,,,,,,無,B2
13F,客室10S,ホテル等,客室,16.6690888,客室,無,B1
,,,,,,無,B2
13F,客室10S_UB,ホテル等,客室（洗面）,3.95291364,洗面室,無,B1
,,,,,,無,B2
13F,客室11S,ホテル等,客室,16.6690888,客室,無,B1
,,,,,,無,B2
13F,客室11S_UB,ホテル等,客室（洗面）,3.95291364,洗面室,無,B1
,,,,,,無,B2
13F,客室12S,ホテル等,客室,16.6690888,客室,無,B1
,,,,,,無,B2
13F,客室12S_UB,ホテル等,客室（洗面）,3.95291364,洗面室,無,B1
,,,,,,無,B2
13F,客室13S,ホテル等,客室,16.6690888,客室,無,B1
,,,,,,無,B2
13F,客室13S_UB,ホテル等,客室（洗面）,3.95291364,洗面室,無,B1
,,,,,,無,B2
14F,客室1S,ホテル等,客室,16.6690888,客室,無,B1
,,,,,,無,B2
14F,客室1S_UB,ホテル等,客室（洗面）,3.95291364,洗面室,無,B1
,,,,,,無,B2
14F,客室2S,ホテル等,客室,16.6690888,客室,無,B1
,,,,,,無,B2
14F,客室2S_UB,ホテル等,客室（洗面）,3.95291364,洗面室,無,B1
,,,,,,無,B2
14F,客室3S,ホテル等,客室,16.6690888,客室,無,B1
,,,,,,無,B2
14F,客室3S_UB,ホテル等,客室（洗面）,3.95291364,洗面室,無,B1
,,,,,,無,B2
14F,客室4S,ホテル等,客室,16.6690888,客室,無,B1
,,,,,,無,B2
14F,客室4S_UB,ホテル等,客室（洗面）,3.95291364,洗面室,無,B1
,,,,,,無,B2
14F,客室5S,ホテル等,客室,16.6690888,客室,無,B1
,,,,,,無,B2
14F,客室5S_UB,ホテル等,客室（洗面）,3.95291364,洗面室,無,B1
,,,,,,無,B2
14F,客室6S,ホテル等,客室,16.6690888,客室,無,B1
,,,,,,無,B2
14F,客室6S_UB,ホテル等,客室（洗面）,3.95291364,洗面室,無,B1
,,,,,,無,B2
14F,客室7S,ホテル等,客室,16.6690888,客室,無,B1
,,,,,,無,B2
14F,客室7S_UB,ホテル等,客室（洗面）,3.95291364,洗面室,無,B1
,,,,,,無,B2
14F,客室8S,ホテル等,客室,16.6690888,客室,無,B1
,,,,,,無,B2
14F,客室8S_UB,ホテル等,客室（洗面）,3.95291364,洗面室,無,B1
,,,,,,無,B2
14F,客室スイート1_洗面所,ホテル等,客室（洗面）,4.8188972,洗面室,無,B1
,,,,,,無,B2
14F,客室スイート1_バスルーム,ホテル等,客室（洗面）,4.4701475,洗面室,無,B1
,,,,,,無,B2
14F,客室スイート2,ホテル等,客室,47.7583782,客室,無,B1
,,,,,,無,B2
