常用EV3台,3,1150,120,可変電圧可変周波数制御方式（電力回生制御ありギアレス巻上機）,0.02,8F,8F事務室I-N,Office,事務室,3374,32.4846,317049.2874,40.6057,396311.6093,0.82007
非常用EV1台,1,1150,105,可変電圧可変周波数制御方式（電力回生制御なしギアレス巻上機）,0.022222,8F,8F事務室I-N,Office,事務室,3374,10.5274,102747.4543,11.8433,115590.886,0.82007
